model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation,top1_diff,top5_diff,rank_diff
caformer_s18.sail_in1k_384,37.66,62.34,57.612,42.388,26.34,384,1.0,bicubic,-47.366,-39.746,-83
pvt_v2_b5.in1k,37.548,62.452,57.301,42.699,81.96,224,0.9,bicubic,-46.192,-39.335,38
maxvit_rmlp_tiny_rw_256.sw_in1k,37.381,62.619,57.193,42.807,29.15,256,0.95,bicubic,-46.843,-39.675,-16
efficientvit_b3.r224_in1k,37.34,62.66,57.122,42.878,48.65,224,0.95,bicubic,-46.12,-39.208,62
convnext_base.fb_in1k,37.307,62.693,57.319,42.681,88.59,288,1.0,bicubic,-47.121,-39.649,-43
vit_small_r26_s32_224.augreg_in21k_ft_in1k,37.232,62.768,59.072,40.928,36.43,224,0.9,bicubic,-44.632,-36.95,239
repvit_m2_3.dist_300e_in1k,37.21,62.79,57.234,42.766,23.69,224,0.95,bicubic,-46.294,-39.27,49
cait_s24_224.fb_dist_in1k,37.153,62.847,56.724,43.276,46.92,224,1.0,bicubic,-46.289,-39.85,56
dm_nfnet_f2.dm_in1k,37.128,62.872,56.981,43.019,193.78,352,0.92,bicubic,-48.064,-40.365,-115
tiny_vit_21m_224.in1k,37.114,62.886,57.38,42.62,21.20,224,0.95,bicubic,-46.14,-39.212,73
efficientformer_l7.snap_dist_in1k,37.112,62.888,56.9,43.1,82.23,224,0.95,bicubic,-46.27,-39.636,61
pvt_v2_b3.in1k,37.108,62.892,57.335,42.665,45.24,224,0.9,bicubic,-46.01,-39.221,87
fastvit_sa36.apple_dist_in1k,37.106,62.894,57.144,42.856,31.53,256,0.9,bicubic,-46.92,-39.71,-13
vit_base_patch32_224.augreg_in21k_ft_in1k,37.073,62.927,59.307,40.693,88.22,224,0.9,bicubic,-43.643,-36.259,347
efficientnetv2_rw_s.ra2_in1k,37.057,62.943,56.814,43.186,23.94,384,1.0,bicubic,-46.749,-39.918,6
tf_efficientnet_b3.ap_in1k,37.051,62.949,57.238,42.762,12.23,300,0.904,bicubic,-44.769,-38.388,230
maxvit_tiny_tf_224.in1k,37.02,62.98,56.904,43.096,30.92,224,0.95,bicubic,-46.382,-39.686,49
inception_next_small.sail_in1k,36.914,63.086,56.749,43.251,49.37,224,0.875,bicubic,-46.664,-39.849,28
efficientformerv2_l.snap_dist_in1k,36.764,63.236,56.627,43.373,26.32,224,0.95,bicubic,-46.868,-39.931,20
maxxvit_rmlp_small_rw_256.sw_in1k,36.707,63.293,56.012,43.988,66.01,256,0.95,bicubic,-47.917,-41.056,-92
caformer_s18.sail_in1k,36.578,63.422,55.831,44.169,26.34,224,1.0,bicubic,-47.076,-40.687,15
xception65p.ra3_in1k,36.57,63.43,56.438,43.562,39.82,299,0.94,bicubic,-46.556,-40.044,66
fastvit_ma36.apple_in1k,36.568,63.432,56.564,43.436,44.07,256,0.95,bicubic,-47.314,-40.178,-19
fastvit_sa36.apple_in1k,36.556,63.444,56.004,43.996,31.53,256,0.9,bicubic,-46.944,-40.626,24
focalnet_base_srf.ms_in1k,36.46,63.54,56.217,43.783,88.15,224,0.9,bicubic,-47.36,-40.464,-14
regnetz_d32.ra3_in1k,36.452,63.548,57.366,42.634,27.58,320,0.95,bicubic,-47.57,-39.502,-34
cait_xs24_384.fb_dist_in1k,36.416,63.584,56.944,43.056,26.67,384,1.0,bicubic,-47.645,-39.941,-42
efficientnet_b3.ra2_in1k,36.414,63.586,56.83,43.17,12.23,320,1.0,bicubic,-45.831,-39.288,166
deit_base_distilled_patch16_224.fb_in1k,36.407,63.593,56.615,43.385,87.34,224,0.9,bicubic,-46.983,-39.873,32
gcvit_base.in1k,36.381,63.619,55.88,44.12,90.32,224,0.875,bicubic,-48.063,-41.202,-85
dm_nfnet_f1.dm_in1k,36.326,63.674,55.747,44.253,132.63,320,0.91,bicubic,-48.376,-41.435,-112
convnext_small.fb_in1k,36.248,63.752,55.912,44.088,50.22,288,1.0,bicubic,-47.453,-40.896,-7
convformer_s18.sail_in1k_384,36.204,63.796,56.059,43.941,26.77,384,1.0,bicubic,-48.198,-41.053,-81
deit3_small_patch16_384.fb_in1k,36.193,63.807,55.558,44.442,22.21,384,1.0,bicubic,-47.235,-41.116,16
tf_efficientnet_b2.ns_jft_in1k,36.167,63.833,57.559,42.441,9.11,260,0.89,bicubic,-46.211,-38.695,133
mvitv2_tiny.fb_in1k,36.167,63.833,55.132,44.868,24.17,224,0.9,bicubic,-46.243,-41.02,129
focalnet_base_lrf.ms_in1k,36.118,63.882,55.81,44.19,88.75,224,0.9,bicubic,-47.72,-40.798,-34
gcvit_small.in1k,35.76,64.24,54.79,45.21,51.09,224,0.875,bicubic,-48.132,-41.868,-47
vit_base_patch16_224.orig_in21k_ft_in1k,35.754,64.246,57.401,42.599,86.57,224,0.9,bicubic,-46.036,-38.725,191
vit_relpos_medium_patch16_cls_224.sw_in1k,35.725,64.275,54.919,45.081,38.76,224,0.9,bicubic,-46.847,-41.148,101
flexivit_base.1200ep_in1k,35.519,64.481,53.837,46.163,86.59,240,0.95,bicubic,-49.157,-43.157,-133
vit_small_patch16_384.augreg_in21k_ft_in1k,35.467,64.533,57.543,42.457,22.20,384,1.0,bicubic,-48.337,-39.557,-43
regnetz_d8_evos.ch_in1k,35.454,64.546,55.751,44.249,23.46,320,1.0,bicubic,-48.672,-41.261,-79
dm_nfnet_f0.dm_in1k,35.407,64.594,55.525,44.475,71.49,256,0.9,bicubic,-48.08,-41.043,-12
tf_efficientnet_b5.aa_in1k,35.316,64.684,56.038,43.962,30.39,456,0.934,bicubic,-48.372,-40.674,-33
convit_base.fb_in1k,35.302,64.698,54.939,45.061,86.54,224,0.875,bicubic,-46.988,-40.997,123
focalnet_small_lrf.ms_in1k,35.277,64.723,54.888,45.112,50.34,224,0.9,bicubic,-48.217,-41.692,-18
efficientformer_l3.snap_dist_in1k,35.253,64.747,54.501,45.499,31.41,224,0.95,bicubic,-47.295,-41.749,88
edgenext_base.usi_in1k,35.216,64.784,55.126,44.874,18.51,320,1.0,bicubic,-48.742,-41.644,-74
fastvit_sa24.apple_dist_in1k,35.214,64.786,54.674,45.326,21.55,256,0.9,bicubic,-48.128,-41.878,-4
convformer_s18.sail_in1k,35.208,64.792,54.629,45.371,26.77,224,1.0,bicubic,-47.778,-41.621,32
flexivit_base.600ep_in1k,35.137,64.863,53.652,46.348,86.59,240,0.95,bicubic,-49.387,-43.284,-139
repvit_m1_5.dist_450e_in1k,35.021,64.979,54.477,45.523,14.64,224,0.95,bicubic,-47.491,-41.635,82
regnetz_d8.ra3_in1k,35.008,64.992,55.93,44.07,23.37,320,1.0,bicubic,-49.044,-41.066,-91
repvit_m1_5.dist_300e_in1k,34.868,65.132,54.375,45.625,14.64,224,0.95,bicubic,-47.508,-41.655,92
coatnet_1_rw_224.sw_in1k,34.85,65.15,53.442,46.558,41.72,224,0.95,bicubic,-48.746,-42.94,-45
coatnet_rmlp_1_rw_224.sw_in1k,34.803,65.197,53.953,46.047,41.69,224,0.95,bicubic,-48.559,-42.497,-20
flexivit_base.300ep_in1k,34.799,65.201,53.161,46.839,86.59,240,0.95,bicubic,-49.607,-43.723,-131
maxvit_tiny_rw_224.sw_in1k,34.78,65.22,53.351,46.649,29.06,224,0.95,bicubic,-48.724,-43.163,-44
vit_relpos_base_patch16_clsgap_224.sw_in1k,34.725,65.275,54.214,45.786,86.43,224,0.9,bicubic,-48.035,-41.958,29
vit_base_patch16_rpn_224.sw_in1k,34.715,65.285,54.658,45.342,86.54,224,0.9,bicubic,-47.487,-41.338,108
deit3_small_patch16_224.fb_in1k,34.685,65.315,53.173,46.827,22.06,224,0.9,bicubic,-46.685,-42.283,188
davit_tiny.msft_in1k,34.673,65.326,54.344,45.656,28.36,224,0.95,bicubic,-48.023,-41.93,33
focalnet_small_srf.ms_in1k,34.67,65.33,54.42,45.58,49.89,224,0.9,bicubic,-48.746,-42.018,-42
vit_relpos_base_patch16_224.sw_in1k,34.607,65.393,54.291,45.709,86.43,224,0.9,bicubic,-47.889,-41.847,61
gcvit_tiny.in1k,34.554,65.446,53.249,46.751,28.22,224,0.875,bicubic,-48.83,-43.149,-41
poolformerv2_m48.sail_in1k,34.485,65.515,54.027,45.973,73.35,224,1.0,bicubic,-48.133,-42.045,35
efficientvit_b2.r256_in1k,34.43,65.57,53.593,46.407,24.33,256,1.0,bicubic,-48.26,-42.501,24
pvt_v2_b2_li.in1k,34.318,65.682,54.104,45.896,22.55,224,0.9,bicubic,-47.876,-41.988,93
efficientvit_b2.r288_in1k,34.224,65.776,53.546,46.454,24.33,288,1.0,bicubic,-48.876,-42.758,-20
efficientnetv2_rw_t.ra2_in1k,34.159,65.841,53.135,46.865,13.65,288,1.0,bicubic,-48.191,-43.057,65
tf_efficientnet_b1.ns_jft_in1k,34.151,65.849,55.503,44.497,7.79,240,0.882,bicubic,-47.237,-40.235,164
fastvit_sa24.apple_in1k,34.098,65.902,53.782,46.218,21.55,256,0.9,bicubic,-48.58,-42.49,13
tf_efficientnet_b4.aa_in1k,34.058,65.942,54.212,45.788,19.34,380,0.922,bicubic,-48.96,-42.088,-18
efficientformerv2_s2.snap_dist_in1k,34.056,65.944,53.473,46.527,12.71,224,0.95,bicubic,-48.109,-42.437,86
tf_efficientnet_b6.aa_in1k,34.002,65.999,54.542,45.458,43.04,528,0.942,bicubic,-50.11,-42.342,-144
nfnet_l0.ra2_in1k,34.002,65.999,54.377,45.623,35.07,288,1.0,bicubic,-48.748,-42.139,-2
efficientnet_b3_pruned.in1k,33.992,66.008,54.11,45.89,9.86,300,0.904,bicubic,-46.86,-41.134,213
gc_efficientnetv2_rw_t.agc_in1k,33.962,66.038,53.228,46.772,13.68,288,1.0,bicubic,-48.494,-43.068,38
poolformerv2_s36.sail_in1k,33.825,66.175,53.685,46.315,30.79,224,1.0,bicubic,-47.741,-42.005,124
repvit_m3.dist_in1k,33.791,66.209,53.123,46.877,10.68,224,0.95,bicubic,-47.711,-42.444,133
inception_next_tiny.sail_in1k,33.583,66.417,52.978,47.022,28.06,224,0.875,bicubic,-48.895,-43.044,25
resnet51q.ra2_in1k,33.555,66.445,53.023,46.977,35.70,288,1.0,bilinear,-48.805,-43.163,37
vit_relpos_medium_patch16_224.sw_in1k,33.498,66.502,52.62,47.38,38.75,224,0.9,bicubic,-48.964,-43.462,23
cs3edgenet_x.c2_in1k,33.455,66.545,52.925,47.075,47.82,288,1.0,bicubic,-49.253,-43.445,-18
vit_srelpos_medium_patch16_224.sw_in1k,33.373,66.627,52.459,47.541,38.74,224,0.9,bicubic,-48.867,-43.483,45
gernet_l.idstcv_in1k,33.371,66.629,51.911,48.089,31.08,256,0.875,bilinear,-47.983,-43.619,135
tf_efficientnetv2_b3.in21k_ft_in1k,33.353,66.647,54.922,45.078,14.36,300,0.9,bicubic,-49.317,-41.705,-20
regnetz_c16.ra3_in1k,33.337,66.663,54.242,45.758,13.46,320,1.0,bicubic,-49.295,-42.076,-15
tiny_vit_5m_224.dist_in22k_ft_in1k,33.306,66.694,55.028,44.972,5.39,224,0.95,bicubic,-47.57,-40.636,180
convnext_tiny.fb_in1k,33.168,66.832,52.677,47.323,28.59,288,1.0,bicubic,-49.53,-43.955,-33
convnext_nano.in12k_ft_in1k,33.119,66.881,53.988,46.012,15.59,288,1.0,bicubic,-49.743,-42.568,-51
vit_relpos_medium_patch16_rpn_224.sw_in1k,33.092,66.908,52.363,47.637,38.73,224,0.9,bicubic,-49.218,-43.609,23
resnet61q.ra2_in1k,33.09,66.91,51.746,48.254,36.85,288,1.0,bicubic,-49.434,-44.384,-7
maxxvit_rmlp_nano_rw_256.sw_in1k,33.074,66.926,51.852,48.148,16.78,256,0.95,bicubic,-49.968,-44.498,-67
poolformerv2_m36.sail_in1k,33.033,66.967,51.86,48.14,56.08,224,1.0,bicubic,-49.183,-44.064,28
pvt_v2_b2.in1k,33.017,66.983,52.001,47.999,25.36,224,0.9,bicubic,-49.067,-43.955,42
rexnet_200.nav_in1k,32.962,67.038,52.921,47.079,16.37,224,0.875,bicubic,-48.674,-42.745,76
convit_small.fb_in1k,32.923,67.077,52.115,47.885,27.78,224,0.875,bicubic,-48.497,-43.629,100
tf_efficientnetv2_s.in1k,32.913,67.087,51.728,48.272,21.46,384,1.0,bicubic,-50.985,-44.968,-178
vit_small_patch16_224.augreg_in21k_ft_in1k,32.885,67.115,53.923,46.077,22.05,224,0.9,bicubic,-48.501,-42.213,101
convnext_tiny_hnf.a2h_in1k,32.881,67.119,51.194,48.806,28.59,288,1.0,bicubic,-49.703,-44.814,-33
tf_efficientnet_b3.aa_in1k,32.864,67.136,52.964,47.036,12.23,300,0.904,bicubic,-48.776,-42.758,68
gernet_m.idstcv_in1k,32.758,67.242,51.899,48.101,21.14,224,0.875,bilinear,-47.978,-43.291,162
repvit_m1_1.dist_450e_in1k,32.726,67.274,52.687,47.313,8.80,224,0.95,bicubic,-48.586,-42.849,96
tf_efficientnet_b2.ap_in1k,32.685,67.315,52.237,47.763,9.11,260,0.89,bicubic,-47.625,-42.789,199
fbnetv3_g.ra2_in1k,32.624,67.376,52.886,47.114,16.62,288,0.95,bilinear,-49.416,-43.174,24
regnetz_c16_evos.ch_in1k,32.539,67.461,52.921,47.079,13.49,320,0.95,bicubic,-50.097,-43.553,-63
gmlp_s16_224.ra3_in1k,32.42,67.58,51.817,48.183,19.42,224,0.875,bicubic,-47.224,-42.805,242
deit_base_patch16_224.fb_in1k,32.363,67.637,50.991,49.009,86.57,224,0.9,bicubic,-49.629,-44.745,20
maxvit_nano_rw_256.sw_in1k,32.355,67.645,50.622,49.378,15.45,256,0.95,bicubic,-50.573,-45.598,-96
deit_small_distilled_patch16_224.fb_in1k,32.27,67.73,52.109,47.891,22.44,224,0.9,bicubic,-48.946,-43.514,89
poolformerv2_s24.sail_in1k,32.266,67.734,51.492,48.508,21.34,224,1.0,bicubic,-48.482,-43.818,140
repvit_m1_1.dist_300e_in1k,32.243,67.757,51.917,48.083,8.80,224,0.95,bicubic,-48.583,-43.253,132
efficientvit_b2.r224_in1k,32.148,67.852,51.001,48.999,24.33,224,0.95,bicubic,-50.0,-44.705,-5
flexivit_small.1200ep_in1k,32.095,67.905,50.323,49.677,22.06,240,0.95,bicubic,-50.431,-45.803,-59
tiny_vit_11m_224.in1k,32.072,67.928,51.278,48.722,11.00,224,0.95,bicubic,-49.42,-44.584,50
coatnext_nano_rw_224.sw_in1k,32.07,67.93,51.017,48.983,14.70,224,0.9,bicubic,-49.872,-44.899,11
maxxvitv2_nano_rw_256.sw_in1k,32.068,67.932,50.345,49.655,23.70,256,0.95,bicubic,-51.042,-45.979,-128
focalnet_tiny_lrf.ms_in1k,32.052,67.948,51.451,48.549,28.65,224,0.9,bicubic,-50.102,-44.497,-13
gcvit_xtiny.in1k,32.044,67.956,50.991,49.009,19.98,224,0.875,bicubic,-49.91,-44.975,7
deit_base_patch16_384.fb_in1k,31.991,68.009,50.559,49.441,86.86,384,1.0,bicubic,-51.113,-45.809,-130
maxvit_rmlp_nano_rw_256.sw_in1k,31.976,68.025,50.618,49.382,15.50,256,0.95,bicubic,-50.978,-45.648,-117
coatnet_bn_0_rw_224.sw_in1k,31.905,68.095,51.015,48.985,27.44,224,0.95,bicubic,-50.495,-45.171,-55
tf_efficientnet_b7.aa_in1k,31.877,68.123,51.909,48.091,66.35,600,0.949,bicubic,-52.539,-44.999,-271
levit_384.fb_dist_in1k,31.875,68.125,50.594,49.406,39.13,224,0.9,bicubic,-50.721,-45.424,-83
levit_conv_384.fb_dist_in1k,31.871,68.129,50.596,49.404,39.13,224,0.9,bicubic,-50.719,-45.42,-82
cs3se_edgenet_x.c2ns_in1k,31.808,68.192,50.769,49.231,50.72,320,1.0,bicubic,-51.738,-45.901,-187
vit_relpos_small_patch16_224.sw_in1k,31.781,68.219,50.62,49.38,21.98,224,0.9,bicubic,-49.681,-45.2,41
convnext_tiny.fb_in22k_ft_in1k,31.667,68.333,51.785,48.215,28.59,288,1.0,bicubic,-47.231,-42.889,268
poolformer_m48.sail_in1k,31.665,68.335,49.8,50.2,73.47,224,0.95,bicubic,-50.817,-46.165,-69
flexivit_small.600ep_in1k,31.647,68.353,49.384,50.616,22.06,240,0.95,bicubic,-50.715,-46.7,-57
eca_nfnet_l0.ra2_in1k,31.616,68.384,51.587,48.413,24.14,288,1.0,bicubic,-50.962,-44.905,-86
focalnet_tiny_srf.ms_in1k,31.606,68.394,50.864,49.136,28.43,224,0.9,bicubic,-50.532,-45.104,-27
coatnet_rmlp_nano_rw_224.sw_in1k,31.549,68.451,50.178,49.822,15.15,224,0.9,bicubic,-50.501,-45.7,-22
mobilevitv2_200.cvnets_in22k_ft_in1k,31.521,68.478,51.777,48.223,18.45,256,0.888,bicubic,-50.81,-44.165,-57
xception41p.ra3_in1k,31.504,68.496,50.38,49.62,26.91,299,0.94,bicubic,-50.468,-45.404,-18
poolformer_m36.sail_in1k,31.447,68.553,50.017,49.983,56.17,224,0.95,bicubic,-50.655,-45.681,-31
flexivit_small.300ep_in1k,31.437,68.563,49.215,50.785,22.06,240,0.95,bicubic,-50.741,-46.823,-41
repvit_m1_0.dist_450e_in1k,31.413,68.587,50.653,49.347,7.30,224,0.95,bicubic,-49.02,-44.265,132
inception_v4.tf_in1k,31.386,68.614,49.235,50.765,42.68,299,0.875,bicubic,-48.77,-45.735,159
rexnet_150.nav_in1k,31.376,68.624,51.284,48.716,9.73,224,0.875,bicubic,-48.948,-43.706,140
efficientformer_l1.snap_dist_in1k,31.341,68.659,50.441,49.559,12.29,224,0.95,bicubic,-49.157,-44.547,119
repvit_m1_0.dist_300e_in1k,31.274,68.726,50.801,49.199,7.30,224,0.95,bicubic,-48.852,-43.943,152
cspresnet50.ra_in1k,31.272,68.728,51.225,48.775,21.62,256,0.887,bilinear,-48.31,-43.485,188
vit_srelpos_small_patch16_224.sw_in1k,31.26,68.74,50.233,49.767,21.97,224,0.9,bicubic,-49.832,-45.337,52
coatnet_0_rw_224.sw_in1k,31.252,68.748,48.633,51.367,27.44,224,0.95,bicubic,-51.138,-47.203,-91
repvit_m2.dist_in1k,31.239,68.761,50.626,49.374,8.80,224,0.95,bicubic,-49.221,-44.542,110
fastvit_sa12.apple_dist_in1k,31.138,68.862,49.958,50.042,11.58,256,0.9,bicubic,-50.716,-45.752,-36
edgenext_small.usi_in1k,31.101,68.899,50.135,49.865,5.59,320,1.0,bicubic,-50.463,-45.577,-16
coatnet_nano_rw_224.sw_in1k,31.099,68.901,49.581,50.419,15.14,224,0.9,bicubic,-50.597,-46.066,-29
tf_efficientnet_cc_b0_8e.in1k,31.091,68.909,50.781,49.219,24.01,224,0.875,bicubic,-46.813,-42.881,302
resmlp_36_224.fb_distilled_in1k,31.062,68.938,49.696,50.304,44.69,224,0.875,bicubic,-50.086,-45.782,29
repvit_m0_9.dist_300e_in1k,31.046,68.954,50.681,49.319,5.49,224,0.95,bicubic,-47.612,-43.435,244
cs3sedarknet_x.c2ns_in1k,31.017,68.984,50.131,49.869,35.40,288,1.0,bicubic,-51.642,-46.219,-146
cspdarknet53.ra_in1k,31.001,68.999,50.412,49.588,27.64,256,0.887,bilinear,-49.067,-44.666,130
gcresnet50t.ra2_in1k,30.936,69.064,50.034,49.966,25.90,288,1.0,bicubic,-50.52,-45.684,-13
tf_efficientnet_cc_b1_8e.in1k,30.903,69.097,50.078,49.922,39.72,240,0.882,bicubic,-48.399,-44.296,183
resmlp_24_224.fb_distilled_in1k,30.901,69.099,50.174,49.826,30.02,224,0.875,bicubic,-49.855,-45.05,60
tf_efficientnetv2_b3.in1k,30.853,69.147,49.808,50.192,14.36,300,0.904,bicubic,-51.119,-45.994,-66
repvit_m0_9.dist_450e_in1k,30.846,69.154,50.119,49.881,5.49,224,0.95,bicubic,-48.22,-44.261,200
tf_efficientnet_lite4.in1k,30.83,69.17,50.39,49.61,13.01,380,0.92,bilinear,-50.7,-45.274,-31
efficientvit_b1.r288_in1k,30.791,69.21,50.009,49.991,9.10,288,1.0,bicubic,-49.533,-45.167,96
nf_resnet50.ra2_in1k,30.698,69.302,49.944,50.056,25.56,288,0.94,bicubic,-49.942,-45.39,63
poolformer_s36.sail_in1k,30.69,69.31,49.445,50.555,30.86,224,0.9,bicubic,-50.74,-45.999,-22
dpn107.mx_in1k,30.625,69.374,48.739,51.261,86.92,224,0.875,bicubic,-49.544,-46.203,105
haloregnetz_b.ra3_in1k,30.594,69.406,48.987,51.013,11.68,224,0.94,bicubic,-50.452,-46.213,13
mobilevitv2_200.cvnets_in22k_ft_in1k_384,30.49,69.51,50.575,49.425,18.45,384,1.0,bicubic,-52.91,-46.007,-249
efficientformerv2_s1.snap_dist_in1k,30.445,69.555,49.582,50.418,6.19,224,0.95,bicubic,-49.247,-45.134,127
efficientnet_b2.ra_in1k,30.427,69.573,49.688,50.312,9.11,288,1.0,bicubic,-50.183,-45.625,49
tf_efficientnet_b1.ap_in1k,30.423,69.577,49.555,50.445,7.79,240,0.882,bicubic,-48.853,-44.757,158
cs3darknet_x.c2ns_in1k,30.409,69.591,49.197,50.803,35.05,288,1.0,bicubic,-51.813,-47.033,-117
tf_efficientnet_b5.in1k,30.295,69.705,49.753,50.247,30.39,456,0.934,bicubic,-52.881,-46.783,-241
mobilevitv2_175.cvnets_in22k_ft_in1k,30.209,69.791,49.056,50.944,14.25,256,0.888,bicubic,-51.729,-46.734,-95
fastvit_s12.apple_dist_in1k,30.187,69.813,48.962,51.038,9.47,256,0.9,bicubic,-50.883,-46.323,-12
dpn68b.ra_in1k,30.109,69.891,48.164,51.836,12.61,288,1.0,bicubic,-49.251,-46.272,130
efficientnet_el.ra_in1k,30.028,69.972,48.849,51.151,10.59,300,0.904,bicubic,-51.284,-46.64,-47
tf_efficientnet_b2.aa_in1k,30.012,69.988,49.59,50.41,9.11,260,0.89,bicubic,-50.072,-45.316,74
dpn98.mx_in1k,29.981,70.019,48.146,51.854,61.57,224,0.875,bicubic,-49.689,-46.508,102
mobilevitv2_150.cvnets_in22k_ft_in1k,29.971,70.029,49.217,50.783,10.59,256,0.888,bicubic,-51.517,-46.451,-73
dpn92.mx_in1k,29.946,70.054,49.113,50.887,37.67,224,0.875,bicubic,-50.092,-45.747,69
dpn131.mx_in1k,29.934,70.066,48.034,51.966,79.25,224,0.875,bicubic,-49.88,-46.666,82
tf_efficientnet_b4.in1k,29.861,70.139,49.014,50.986,19.34,380,0.922,bicubic,-52.747,-46.737,-208
cs3sedarknet_l.c2ns_in1k,29.832,70.168,49.009,50.991,21.91,288,0.95,bicubic,-51.952,-46.955,-110
efficientvit_b1.r224_in1k,29.822,70.178,48.289,51.711,9.10,224,0.95,bicubic,-49.43,-46.015,122
vit_base_patch16_384.augreg_in1k,29.792,70.208,48.327,51.673,86.86,384,1.0,bicubic,-51.31,-46.793,-46
fbnetv3_d.ra2_in1k,29.739,70.261,49.472,50.528,10.31,256,0.95,bilinear,-49.943,-45.472,81
ese_vovnet39b.ra_in1k,29.733,70.267,49.046,50.954,24.57,288,0.95,bicubic,-50.617,-46.32,26
fastvit_sa12.apple_in1k,29.731,70.269,48.61,51.39,11.58,256,0.9,bicubic,-51.113,-46.73,-20
resmlp_36_224.fb_in1k,29.698,70.302,48.958,51.042,44.69,224,0.875,bicubic,-50.074,-45.926,69
fastvit_t12.apple_dist_in1k,29.686,70.314,48.517,51.483,7.55,256,0.9,bicubic,-50.666,-46.525,22
convnext_nano.d1h_in1k,29.684,70.316,47.92,52.08,15.59,288,1.0,bicubic,-51.798,-47.738,-95
vit_base_patch32_384.augreg_in1k,29.645,70.355,48.987,51.013,88.30,384,1.0,bicubic,-49.111,-45.239,146
efficientvit_b1.r256_in1k,29.621,70.379,48.209,51.791,9.10,256,1.0,bicubic,-50.113,-46.571,66
gcresnext50ts.ch_in1k,29.517,70.483,47.851,52.149,15.67,288,1.0,bicubic,-51.713,-47.691,-78
cs3darknet_l.c2ns_in1k,29.466,70.534,48.234,51.766,21.16,288,0.95,bicubic,-51.43,-47.428,-42
efficientnet_em.ra2_in1k,29.464,70.536,48.922,51.078,6.90,240,0.882,bicubic,-49.78,-45.872,103
deit_small_patch16_224.fb_in1k,29.425,70.575,48.25,51.75,22.05,224,0.9,bicubic,-50.423,-46.794,45
sebotnet33ts_256.a1h_in1k,29.423,70.577,47.16,52.84,13.70,256,0.94,bicubic,-51.745,-48.009,-78
nf_regnet_b1.ra2_in1k,29.411,70.589,49.427,50.573,10.22,288,0.9,bicubic,-49.897,-45.313,87
repvit_m1.dist_in1k,29.407,70.593,48.541,51.459,5.49,224,0.95,bicubic,-49.131,-45.529,144
mobileone_s4.apple_in1k,29.405,70.595,47.967,52.033,14.95,224,0.9,bilinear,-50.021,-46.513,76
edgenext_small_rw.sw_in1k,29.346,70.654,48.722,51.278,7.83,320,1.0,bicubic,-51.112,-46.586,-9
convnext_nano_ols.d1h_in1k,29.325,70.675,47.478,52.522,15.65,288,1.0,bicubic,-52.275,-48.158,-132
regnetz_b16.ra3_in1k,29.321,70.679,47.885,52.115,9.72,288,1.0,bicubic,-51.407,-47.633,-37
eca_resnet33ts.ra2_in1k,29.277,70.723,48.928,51.072,19.68,288,1.0,bicubic,-51.395,-46.436,-35
pvt_v2_b1.in1k,29.242,70.758,48.962,51.038,14.01,224,0.9,bicubic,-49.462,-45.54,124
maxvit_rmlp_pico_rw_256.sw_in1k,29.238,70.762,47.719,52.281,7.52,256,0.95,bicubic,-51.276,-47.495,-28
gcvit_xxtiny.in1k,29.218,70.781,48.348,51.652,12.00,224,0.875,bicubic,-50.508,-46.732,38
poolformer_s24.sail_in1k,29.205,70.795,48.079,51.921,21.39,224,0.9,bicubic,-51.089,-46.995,-1
xception71.tf_in1k,29.03,70.97,47.391,52.609,42.34,299,0.903,bicubic,-50.844,-47.537,17
cs3darknet_focus_l.c2ns_in1k,28.939,71.061,47.639,52.361,21.15,288,0.95,bicubic,-51.937,-48.043,-74
tf_efficientnet_b0.ns_jft_in1k,28.902,71.098,49.007,50.993,5.29,224,0.875,bicubic,-49.766,-45.365,110
xception65.tf_in1k,28.894,71.106,47.154,52.846,39.92,299,0.903,bicubic,-50.662,-47.504,38
tf_efficientnet_b1.aa_in1k,28.886,71.114,47.523,52.477,7.79,240,0.882,bicubic,-49.942,-46.677,94
vit_small_patch32_384.augreg_in21k_ft_in1k,28.875,71.125,48.889,51.111,22.92,384,1.0,bicubic,-51.611,-46.711,-41
mobilevitv2_150.cvnets_in22k_ft_in1k_384,28.871,71.129,47.932,52.068,10.59,384,1.0,bicubic,-53.715,-48.382,-266
sehalonet33ts.ra2_in1k,28.78,71.22,46.574,53.426,13.69,256,0.94,bicubic,-52.178,-48.698,-90
levit_256.fb_dist_in1k,28.743,71.257,46.729,53.271,18.89,224,0.9,bicubic,-52.781,-48.765,-154
levit_conv_256.fb_dist_in1k,28.739,71.261,46.723,53.277,18.89,224,0.9,bicubic,-52.783,-48.767,-154
tf_efficientnet_lite3.in1k,28.651,71.349,47.36,52.64,8.20,300,0.904,bilinear,-51.155,-47.554,8
darknetaa53.c2ns_in1k,28.647,71.353,46.949,53.051,36.02,288,1.0,bilinear,-51.859,-48.373,-55
mobilevitv2_175.cvnets_in22k_ft_in1k_384,28.598,71.403,47.118,52.882,14.25,384,1.0,bicubic,-54.341,-49.308,-321
tf_efficientnet_b3.in1k,28.582,71.418,47.981,52.019,12.23,300,0.904,bicubic,-52.292,-47.319,-93
tf_efficientnetv2_b0.in1k,28.57,71.43,47.077,52.923,7.14,224,0.875,bicubic,-49.788,-46.937,114
poolformerv2_s12.sail_in1k,28.556,71.444,47.399,52.601,11.89,224,1.0,bicubic,-49.446,-46.465,137
