model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation
coatnet_1_rw_224.sw_in1k,96.03,3.97,99.06,0.94,41.72,224,0.95,bicubic
efficientvit_b3.r224_in1k,96.03,3.97,98.99,1.01,48.65,224,0.95,bicubic
cs3sedarknet_x.c2ns_in1k,96.02,3.98,99.11,0.89,35.40,288,1.0,bicubic
convnext_tiny_hnf.a2h_in1k,96.02,3.98,99.07,0.93,28.59,288,1.0,bicubic
convnext_nano.in12k_ft_in1k,95.99,4.01,99.31,0.69,15.59,288,1.0,bicubic
pvt_v2_b3.in1k,95.99,4.01,99.19,0.81,45.24,224,0.9,bicubic
maxvit_rmlp_nano_rw_256.sw_in1k,95.97,4.03,98.97,1.03,15.50,256,0.95,bicubic
efficientvit_b2.r288_in1k,95.96,4.04,99.19,0.81,24.33,288,1.0,bicubic
coatnet_rmlp_1_rw_224.sw_in1k,95.96,4.04,99.16,0.84,41.69,224,0.95,bicubic
convformer_s18.sail_in1k,95.95,4.05,98.9,1.1,26.77,224,1.0,bicubic
eca_nfnet_l0.ra2_in1k,95.94,4.06,99.21,0.79,24.14,288,1.0,bicubic
regnetz_c16.ra3_in1k,95.94,4.06,99.11,0.89,13.46,320,1.0,bicubic
fastvit_sa24.apple_in1k,95.92,4.08,99.16,0.84,21.55,256,0.9,bicubic
maxvit_nano_rw_256.sw_in1k,95.92,4.08,99.01,0.99,15.45,256,0.95,bicubic
tf_efficientnet_b4.aa_in1k,95.9,4.1,99.17,0.83,19.34,380,0.922,bicubic
repvit_m1_5.dist_450e_in1k,95.9,4.1,99.12,0.88,14.64,224,0.95,bicubic
maxxvitv2_nano_rw_256.sw_in1k,95.9,4.1,99.05,0.95,23.70,256,0.95,bicubic
resnet51q.ra2_in1k,95.87,4.13,99.13,0.87,35.70,288,1.0,bilinear
mvitv2_tiny.fb_in1k,95.86,4.14,99.07,0.93,24.17,224,0.9,bicubic
cs3darknet_x.c2ns_in1k,95.85,4.15,99.17,0.83,35.05,288,1.0,bicubic
tf_efficientnet_b4.in1k,95.82,4.18,99.05,0.95,19.34,380,0.922,bicubic
convnext_tiny.fb_in1k,95.79,4.21,99.16,0.84,28.59,288,1.0,bicubic
resnet61q.ra2_in1k,95.78,4.22,98.99,1.01,36.85,288,1.0,bicubic
tf_efficientnet_b2.ns_jft_in1k,95.77,4.23,99.12,0.88,9.11,260,0.89,bicubic
vit_relpos_base_patch16_clsgap_224.sw_in1k,95.77,4.23,99.04,0.96,86.43,224,0.9,bicubic
poolformerv2_m48.sail_in1k,95.77,4.23,98.98,1.02,73.35,224,1.0,bicubic
gc_efficientnetv2_rw_t.agc_in1k,95.74,4.26,99.02,0.98,13.68,288,1.0,bicubic
efficientnet_b3.ra2_in1k,95.72,4.28,99.04,0.96,12.23,320,1.0,bicubic
coatnet_bn_0_rw_224.sw_in1k,95.7,4.3,99.05,0.95,27.44,224,0.95,bicubic
mobilevitv2_150.cvnets_in22k_ft_in1k_384,95.69,4.31,99.14,0.86,10.59,384,1.0,bicubic
flexivit_small.600ep_in1k,95.67,4.33,99.06,0.94,22.06,240,0.95,bicubic
davit_tiny.msft_in1k,95.66,4.34,99.03,0.97,28.36,224,0.95,bicubic
efficientvit_b2.r256_in1k,95.65,4.35,99.06,0.94,24.33,256,1.0,bicubic
repvit_m1_5.dist_300e_in1k,95.64,4.36,98.99,1.01,14.64,224,0.95,bicubic
vit_small_r26_s32_224.augreg_in21k_ft_in1k,95.63,4.37,99.19,0.81,36.43,224,0.9,bicubic
poolformer_m48.sail_in1k,95.63,4.37,98.94,1.06,73.47,224,0.95,bicubic
efficientformer_l3.snap_dist_in1k,95.59,4.41,99.16,0.84,31.41,224,0.95,bicubic
efficientnetv2_rw_t.ra2_in1k,95.59,4.41,99.07,0.93,13.65,288,1.0,bicubic
gcvit_xtiny.in1k,95.59,4.41,99.04,0.96,19.98,224,0.875,bicubic
vit_relpos_base_patch16_224.sw_in1k,95.56,4.44,99.03,0.97,86.43,224,0.9,bicubic
pvt_v2_b2_li.in1k,95.56,4.44,98.99,1.01,22.55,224,0.9,bicubic
flexivit_small.1200ep_in1k,95.55,4.45,99.11,0.89,22.06,240,0.95,bicubic
convit_base.fb_in1k,95.55,4.45,98.88,1.12,86.54,224,0.875,bicubic
levit_384.fb_dist_in1k,95.53,4.47,99.06,0.94,39.13,224,0.9,bicubic
levit_conv_384.fb_dist_in1k,95.53,4.47,99.05,0.95,39.13,224,0.9,bicubic
fbnetv3_g.ra2_in1k,95.52,4.48,98.99,1.01,16.62,288,0.95,bilinear
vit_base_patch32_clip_224.laion2b_ft_in1k,95.52,4.48,98.87,1.13,88.22,224,0.9,bicubic
xception41p.ra3_in1k,95.51,4.49,98.91,1.09,26.91,299,0.94,bicubic
focalnet_tiny_srf.ms_in1k,95.5,4.5,99.13,0.87,28.43,224,0.9,bicubic
vit_relpos_medium_patch16_rpn_224.sw_in1k,95.5,4.5,99.08,0.92,38.73,224,0.9,bicubic
tiny_vit_11m_224.in1k,95.49,4.51,98.99,1.01,11.00,224,0.95,bicubic
flexivit_small.300ep_in1k,95.49,4.51,98.96,1.04,22.06,240,0.95,bicubic
pvt_v2_b2.in1k,95.48,4.52,99.0,1.0,25.36,224,0.9,bicubic
vit_relpos_medium_patch16_cls_224.sw_in1k,95.47,4.53,98.95,1.05,38.76,224,0.9,bicubic
inception_next_tiny.sail_in1k,95.46,4.54,99.01,0.99,28.06,224,0.875,bicubic
vit_relpos_medium_patch16_224.sw_in1k,95.46,4.54,98.96,1.04,38.75,224,0.9,bicubic
focalnet_tiny_lrf.ms_in1k,95.46,4.54,98.91,1.09,28.65,224,0.9,bicubic
deit_base_patch16_224.fb_in1k,95.45,4.55,98.84,1.16,86.57,224,0.9,bicubic
coatnet_0_rw_224.sw_in1k,95.44,4.56,98.72,1.28,27.44,224,0.95,bicubic
coatnext_nano_rw_224.sw_in1k,95.43,4.57,99.01,0.99,14.70,224,0.9,bicubic
coatnet_rmlp_nano_rw_224.sw_in1k,95.43,4.57,98.99,1.01,15.15,224,0.9,bicubic
edgenext_small.usi_in1k,95.4,4.6,99.1,0.9,5.59,320,1.0,bicubic
poolformerv2_m36.sail_in1k,95.4,4.6,98.87,1.13,56.08,224,1.0,bicubic
vit_base_patch16_rpn_224.sw_in1k,95.39,4.61,98.94,1.06,86.54,224,0.9,bicubic
poolformer_m36.sail_in1k,95.39,4.61,98.86,1.14,56.17,224,0.95,bicubic
vit_small_patch16_224.augreg_in21k_ft_in1k,95.37,4.63,99.14,0.86,22.05,224,0.9,bicubic
efficientformerv2_s2.snap_dist_in1k,95.36,4.64,98.93,1.07,12.71,224,0.95,bicubic
convnext_nano.d1h_in1k,95.35,4.65,98.86,1.14,15.59,288,1.0,bicubic
vit_base_patch16_224.orig_in21k_ft_in1k,95.34,4.66,99.0,1.0,86.57,224,0.9,bicubic
tf_efficientnet_b3.ap_in1k,95.32,4.68,98.9,1.1,12.23,300,0.904,bicubic
cs3sedarknet_l.c2ns_in1k,95.31,4.69,99.13,0.87,21.91,288,0.95,bicubic
poolformerv2_s36.sail_in1k,95.31,4.69,98.92,1.08,30.79,224,1.0,bicubic
vit_small_patch16_384.augreg_in1k,95.29,4.71,99.0,1.0,22.20,384,1.0,bicubic
vit_srelpos_medium_patch16_224.sw_in1k,95.24,4.76,98.99,1.01,38.74,224,0.9,bicubic
gcresnet50t.ra2_in1k,95.24,4.76,98.91,1.09,25.90,288,1.0,bicubic
coatnet_nano_rw_224.sw_in1k,95.24,4.76,98.87,1.13,15.14,224,0.9,bicubic
mobilevitv2_175.cvnets_in22k_ft_in1k,95.22,4.78,98.8,1.2,14.25,256,0.888,bicubic
convit_small.fb_in1k,95.21,4.79,98.9,1.1,27.78,224,0.875,bicubic
repvit_m3.dist_in1k,95.2,4.8,99.09,0.91,10.68,224,0.95,bicubic
efficientvit_b2.r224_in1k,95.2,4.8,98.82,1.18,24.33,224,0.95,bicubic
regnetz_b16.ra3_in1k,95.17,4.83,99.08,0.92,9.72,288,1.0,bicubic
tf_efficientnet_b1.ns_jft_in1k,95.16,4.84,99.1,0.9,7.79,240,0.882,bicubic
mobilevitv2_200.cvnets_in22k_ft_in1k,95.16,4.84,98.95,1.05,18.45,256,0.888,bicubic
tf_efficientnetv2_b3.in1k,95.16,4.84,98.82,1.18,14.36,300,0.904,bicubic
cs3darknet_focus_l.c2ns_in1k,95.15,4.85,98.96,1.04,21.15,288,0.95,bicubic
vit_relpos_small_patch16_224.sw_in1k,95.15,4.85,98.96,1.04,21.98,224,0.9,bicubic
fastvit_sa12.apple_dist_in1k,95.15,4.85,98.81,1.19,11.58,256,0.9,bicubic
mobilevitv2_150.cvnets_in22k_ft_in1k,95.14,4.86,98.86,1.14,10.59,256,0.888,bicubic
convnext_nano_ols.d1h_in1k,95.14,4.86,98.73,1.27,15.65,288,1.0,bicubic
cs3darknet_l.c2ns_in1k,95.12,4.88,98.98,1.02,21.16,288,0.95,bicubic
efficientnet_el.ra_in1k,95.12,4.88,98.97,1.03,10.59,300,0.904,bicubic
vit_base_patch32_clip_224.openai_ft_in1k,95.11,4.89,98.98,1.02,88.22,224,0.9,bicubic
gernet_l.idstcv_in1k,95.11,4.89,98.9,1.1,31.08,256,0.875,bilinear
poolformer_s36.sail_in1k,95.08,4.92,98.91,1.09,30.86,224,0.9,bicubic
tiny_vit_5m_224.dist_in22k_ft_in1k,95.05,4.95,98.97,1.03,5.39,224,0.95,bicubic
seresnet33ts.ra2_in1k,95.04,4.96,98.9,1.1,19.78,288,1.0,bicubic
vit_srelpos_small_patch16_224.sw_in1k,95.03,4.97,98.95,1.05,21.97,224,0.9,bicubic
vit_small_patch32_384.augreg_in21k_ft_in1k,95.02,4.98,98.99,1.01,22.92,384,1.0,bicubic
levit_256.fb_dist_in1k,95.02,4.98,98.88,1.12,18.89,224,0.9,bicubic
levit_conv_256.fb_dist_in1k,95.02,4.98,98.88,1.12,18.89,224,0.9,bicubic
vit_base_patch32_224.augreg_in21k_ft_in1k,95.01,4.99,99.03,0.97,88.22,224,0.9,bicubic
tf_efficientnet_b3.aa_in1k,95.01,4.99,98.91,1.09,12.23,300,0.904,bicubic
deit3_small_patch16_224.fb_in1k,94.99,5.01,98.46,1.54,22.06,224,0.9,bicubic
rexnet_200.nav_in1k,94.94,5.06,99.01,0.99,16.37,224,0.875,bicubic
vit_base_patch16_384.augreg_in1k,94.94,5.06,98.89,1.11,86.86,384,1.0,bicubic
gcresnet33ts.ra2_in1k,94.92,5.08,98.81,1.19,19.88,288,1.0,bicubic
eva02_tiny_patch14_336.mim_in22k_ft_in1k,94.91,5.09,98.88,1.12,5.76,336,1.0,bicubic
repvit_m1_1.dist_450e_in1k,94.9,5.1,98.96,1.04,8.80,224,0.95,bicubic
mobilevitv2_175.cvnets_in1k,94.89,5.11,98.86,1.14,14.25,256,0.888,bicubic
resmlp_36_224.fb_distilled_in1k,94.89,5.11,98.86,1.14,44.69,224,0.875,bicubic
tf_efficientnet_lite4.in1k,94.88,5.12,99.02,0.98,13.01,380,0.92,bilinear
fastvit_sa12.apple_in1k,94.88,5.12,98.89,1.11,11.58,256,0.9,bicubic
ese_vovnet39b.ra_in1k,94.87,5.13,98.91,1.09,24.57,288,0.95,bicubic
gcresnext50ts.ch_in1k,94.86,5.14,98.86,1.14,15.67,288,1.0,bicubic
mobilevitv2_200.cvnets_in1k,94.84,5.16,98.71,1.29,18.45,256,0.888,bicubic
convnext_tiny.fb_in22k_ft_in1k,94.84,5.16,98.53,1.47,28.59,288,1.0,bicubic
fastvit_s12.apple_dist_in1k,94.83,5.17,98.81,1.19,9.47,256,0.9,bicubic
repvit_m1_1.dist_300e_in1k,94.76,5.24,98.93,1.07,8.80,224,0.95,bicubic
convnext_pico.d1_in1k,94.76,5.24,98.71,1.29,9.05,288,0.95,bicubic
sehalonet33ts.ra2_in1k,94.76,5.24,98.57,1.43,13.69,256,0.94,bicubic
repvit_m2.dist_in1k,94.74,5.26,98.68,1.32,8.80,224,0.95,bicubic
deit_small_distilled_patch16_224.fb_in1k,94.71,5.29,99.03,0.97,22.44,224,0.9,bicubic
haloregnetz_b.ra3_in1k,94.69,5.31,98.66,1.34,11.68,224,0.94,bicubic
edgenext_small_rw.sw_in1k,94.67,5.33,98.78,1.22,7.83,320,1.0,bicubic
cspdarknet53.ra_in1k,94.66,5.34,98.8,1.2,27.64,256,0.887,bilinear
poolformerv2_s24.sail_in1k,94.65,5.35,98.84,1.16,21.34,224,1.0,bicubic
maxvit_rmlp_pico_rw_256.sw_in1k,94.64,5.36,98.81,1.19,7.52,256,0.95,bicubic
efficientnet_b3_pruned.in1k,94.63,5.37,98.76,1.24,9.86,300,0.904,bicubic
eca_resnet33ts.ra2_in1k,94.62,5.38,98.91,1.09,19.68,288,1.0,bicubic
darknet53.c2ns_in1k,94.62,5.38,98.9,1.1,41.61,288,1.0,bicubic
gernet_m.idstcv_in1k,94.62,5.38,98.86,1.14,21.14,224,0.875,bilinear
convnext_pico_ols.d1_in1k,94.62,5.38,98.76,1.24,9.06,288,1.0,bicubic
efficientnet_b2.ra_in1k,94.62,5.38,98.71,1.29,9.11,288,1.0,bicubic
sebotnet33ts_256.a1h_in1k,94.61,5.39,98.51,1.49,13.70,256,0.94,bicubic
fastvit_t12.apple_dist_in1k,94.59,5.41,98.79,1.21,7.55,256,0.9,bicubic
poolformer_s24.sail_in1k,94.56,5.44,98.9,1.1,21.39,224,0.9,bicubic
mobilevitv2_150.cvnets_in1k,94.55,5.45,98.71,1.29,10.59,256,0.888,bicubic
tf_efficientnet_b3.in1k,94.54,5.46,98.8,1.2,12.23,300,0.904,bicubic
nf_resnet50.ra2_in1k,94.54,5.46,98.79,1.21,25.56,288,0.94,bicubic
repvit_m1_0.dist_450e_in1k,94.53,5.47,98.88,1.12,7.30,224,0.95,bicubic
tf_efficientnet_b2.ap_in1k,94.51,5.49,98.62,1.38,9.11,260,0.89,bicubic
efficientvit_b1.r288_in1k,94.49,5.51,98.52,1.48,9.10,288,1.0,bicubic
efficientformer_l1.snap_dist_in1k,94.48,5.52,98.83,1.17,12.29,224,0.95,bicubic
rexnet_150.nav_in1k,94.48,5.52,98.8,1.2,9.73,224,0.875,bicubic
darknetaa53.c2ns_in1k,94.47,5.53,98.77,1.23,36.02,288,1.0,bilinear
resmlp_24_224.fb_distilled_in1k,94.45,5.55,98.77,1.23,30.02,224,0.875,bicubic
gcvit_xxtiny.in1k,94.42,5.58,98.89,1.11,12.00,224,0.875,bicubic
tf_efficientnetv2_b2.in1k,94.42,5.58,98.58,1.42,10.10,260,0.89,bicubic
tf_efficientnet_el.in1k,94.4,5.6,98.71,1.29,10.59,300,0.904,bicubic
efficientnet_el_pruned.in1k,94.39,5.61,98.74,1.26,10.59,300,0.904,bicubic
tf_efficientnet_b2.aa_in1k,94.38,5.62,98.61,1.39,9.11,260,0.89,bicubic
inception_v4.tf_in1k,94.37,5.63,98.58,1.42,42.68,299,0.875,bicubic
deit_small_patch16_224.fb_in1k,94.35,5.65,98.69,1.31,22.05,224,0.9,bicubic
dpn107.mx_in1k,94.34,5.66,98.5,1.5,86.92,224,0.875,bicubic
repvit_m1_0.dist_300e_in1k,94.3,5.7,98.85,1.15,7.30,224,0.95,bicubic
xception71.tf_in1k,94.3,5.7,98.65,1.35,42.34,299,0.903,bicubic
dpn92.mx_in1k,94.29,5.71,98.75,1.25,37.67,224,0.875,bicubic
tiny_vit_5m_224.in1k,94.24,5.76,98.69,1.31,5.39,224,0.95,bicubic
tf_efficientnet_lite3.in1k,94.2,5.8,98.64,1.36,8.20,300,0.904,bilinear
efficientformerv2_s1.snap_dist_in1k,94.2,5.8,98.63,1.37,6.19,224,0.95,bicubic
resmlp_36_224.fb_in1k,94.19,5.81,98.66,1.34,44.69,224,0.875,bicubic
mixnet_xl.ra_in1k,94.18,5.82,98.32,1.68,11.90,224,0.875,bicubic
levit_192.fb_dist_in1k,94.17,5.83,98.54,1.46,10.95,224,0.9,bicubic
levit_conv_192.fb_dist_in1k,94.17,5.83,98.54,1.46,10.95,224,0.9,bicubic
dpn98.mx_in1k,94.16,5.84,98.59,1.41,61.57,224,0.875,bicubic
vit_base_patch16_224.sam_in1k,94.15,5.85,98.67,1.33,86.57,224,0.9,bicubic
gmlp_s16_224.ra3_in1k,94.15,5.85,98.5,1.5,19.42,224,0.875,bicubic
efficientnet_b2_pruned.in1k,94.14,5.86,98.52,1.48,8.31,260,0.89,bicubic
fastvit_s12.apple_in1k,94.13,5.87,98.62,1.38,9.47,256,0.9,bicubic
nf_regnet_b1.ra2_in1k,94.11,5.89,98.62,1.38,10.22,288,0.9,bicubic
tf_efficientnet_b2.in1k,94.11,5.89,98.45,1.55,9.11,260,0.89,bicubic
resnet33ts.ra2_in1k,94.1,5.9,98.65,1.35,19.68,288,1.0,bicubic
efficientvit_b1.r256_in1k,94.09,5.91,98.36,1.64,9.10,256,1.0,bicubic
dpn131.mx_in1k,94.05,5.95,98.71,1.29,79.25,224,0.875,bicubic
resmlp_24_224.fb_in1k,94.03,5.97,98.33,1.67,30.02,224,0.875,bicubic
dpn68b.ra_in1k,94.0,6.0,98.34,1.66,12.61,288,1.0,bicubic
fbnetv3_b.ra2_in1k,93.97,6.03,98.63,1.37,8.60,256,0.95,bilinear
mobilevitv2_125.cvnets_in1k,93.96,6.04,98.55,1.45,7.48,256,0.888,bicubic
tf_efficientnetv2_b1.in1k,93.95,6.05,98.62,1.38,8.14,240,0.882,bicubic
convnext_femto.d1_in1k,93.93,6.07,98.52,1.48,5.22,288,0.95,bicubic
fbnetv3_d.ra2_in1k,93.92,6.08,98.74,1.26,10.31,256,0.95,bilinear
convnext_femto_ols.d1_in1k,93.92,6.08,98.62,1.38,5.23,288,0.95,bicubic
fastvit_t12.apple_in1k,93.92,6.08,98.6,1.4,7.55,256,0.9,bicubic
tf_efficientnet_cc_b1_8e.in1k,93.92,6.08,98.26,1.74,39.72,240,0.882,bicubic
rexnet_130.nav_in1k,93.9,6.1,98.4,1.6,7.56,224,0.875,bicubic
vit_small_patch16_224.augreg_in1k,93.89,6.11,98.44,1.56,22.05,224,0.9,bicubic
efficientnet_em.ra2_in1k,93.83,6.17,98.82,1.18,6.90,240,0.882,bicubic
pvt_v2_b1.in1k,93.8,6.2,98.66,1.34,14.01,224,0.9,bicubic
xception65.tf_in1k,93.78,6.22,98.37,1.63,39.92,299,0.903,bicubic
cspresnet50.ra_in1k,93.74,6.26,98.64,1.36,21.62,256,0.887,bilinear
mobileone_s4.apple_in1k,93.74,6.26,98.23,1.77,14.95,224,0.9,bilinear
tf_efficientnet_b1.ap_in1k,93.68,6.32,98.36,1.64,7.79,240,0.882,bicubic
vit_tiny_patch16_384.augreg_in21k_ft_in1k,93.65,6.35,98.59,1.41,5.79,384,1.0,bicubic
vit_base_patch32_384.augreg_in1k,93.64,6.36,98.4,1.6,88.30,384,1.0,bicubic
vit_base_patch16_224.augreg_in1k,93.64,6.36,98.24,1.76,86.57,224,0.9,bicubic
tf_efficientnet_b0.ns_jft_in1k,93.62,6.38,98.64,1.36,5.29,224,0.875,bicubic
repvit_m0_9.dist_450e_in1k,93.6,6.4,98.5,1.5,5.49,224,0.95,bicubic
efficientvit_b1.r224_in1k,93.51,6.49,98.32,1.68,9.10,224,0.95,bicubic
tf_efficientnet_b1.aa_in1k,93.49,6.51,98.36,1.64,7.79,240,0.882,bicubic
repvit_m0_9.dist_300e_in1k,93.44,6.56,98.71,1.29,5.49,224,0.95,bicubic
xception41.tf_in1k,93.43,6.57,98.43,1.57,26.97,299,0.903,bicubic
mixnet_l.ft_in1k,93.43,6.57,98.22,1.78,7.33,224,0.875,bicubic
cs3darknet_m.c2ns_in1k,93.35,6.65,98.6,1.4,9.31,288,0.95,bicubic
levit_conv_128.fb_dist_in1k,93.35,6.65,98.37,1.63,9.21,224,0.9,bicubic
levit_128.fb_dist_in1k,93.33,6.67,98.37,1.63,9.21,224,0.9,bicubic
tf_mixnet_l.in1k,93.32,6.68,98.03,1.97,7.33,224,0.875,bicubic
selecsls60b.in1k,93.31,6.69,98.29,1.71,32.77,224,0.875,bicubic
mobilevitv2_100.cvnets_in1k,93.3,6.7,98.28,1.72,4.90,256,0.888,bicubic
repvit_m1.dist_in1k,93.29,6.71,98.44,1.56,5.49,224,0.95,bicubic
efficientnet_b1.ft_in1k,93.25,6.75,98.29,1.71,7.79,256,1.0,bicubic
efficientnet_es.ra_in1k,93.17,6.83,98.41,1.59,5.44,224,0.875,bicubic
ese_vovnet19b_dw.ra_in1k,93.15,6.85,98.25,1.75,6.54,288,0.95,bicubic
tf_efficientnetv2_b0.in1k,93.11,6.89,98.39,1.61,7.14,224,0.875,bicubic
tf_efficientnet_b1.in1k,93.1,6.9,98.3,1.7,7.79,240,0.882,bicubic
convnext_atto_ols.a2_in1k,93.09,6.91,98.47,1.53,3.70,288,0.95,bicubic
rexnet_100.nav_in1k,93.02,6.98,98.19,1.81,4.80,224,0.875,bicubic
selecsls60.in1k,93.01,6.99,98.3,1.7,30.67,224,0.875,bicubic
ghostnetv2_160.in1k,92.99,7.01,98.23,1.77,12.39,224,0.875,bicubic
cs3darknet_focus_m.c2ns_in1k,92.97,7.03,98.39,1.61,9.30,288,0.95,bicubic
hardcorenas_f.miil_green_in1k,92.97,7.03,98.16,1.84,8.20,224,0.875,bilinear
poolformerv2_s12.sail_in1k,92.96,7.04,98.36,1.64,11.89,224,1.0,bicubic
tf_efficientnet_em.in1k,92.94,7.06,98.19,1.81,6.90,240,0.882,bicubic
tf_efficientnet_cc_b0_8e.in1k,92.84,7.16,98.18,1.82,24.01,224,0.875,bicubic
resmlp_12_224.fb_distilled_in1k,92.82,7.18,98.14,1.86,15.35,224,0.875,bicubic
dpn68b.mx_in1k,92.79,7.21,98.15,1.85,12.61,224,0.875,bicubic
convnext_atto.d2_in1k,92.79,7.21,98.08,1.92,3.70,288,0.95,bicubic
efficientnet_b1_pruned.in1k,92.78,7.22,98.04,1.96,6.33,240,0.882,bicubic
efficientnet_b0.ra_in1k,92.69,7.31,98.07,1.93,5.29,224,0.875,bicubic
tf_efficientnet_lite2.in1k,92.65,7.35,98.23,1.77,6.09,260,0.89,bicubic
tf_efficientnet_lite1.in1k,92.63,7.37,98.06,1.94,5.42,240,0.882,bicubic
densenetblur121d.ra_in1k,92.62,7.38,98.26,1.74,8.00,288,0.95,bicubic
poolformer_s12.sail_in1k,92.61,7.39,98.18,1.82,11.92,224,0.9,bicubic
tf_efficientnet_cc_b0_4e.in1k,92.6,7.4,98.08,1.92,13.31,224,0.875,bicubic
hardcorenas_e.miil_green_in1k,92.57,7.43,98.1,1.9,8.07,224,0.875,bilinear
fastvit_t8.apple_dist_in1k,92.54,7.46,98.04,1.96,4.03,256,0.9,bicubic
densenet121.ra_in1k,92.52,7.48,98.22,1.78,7.98,288,0.95,bicubic
efficientvit_m5.r224_in1k,92.46,7.54,97.99,2.01,12.47,224,0.875,bicubic
tinynet_a.in1k,92.44,7.56,98.08,1.92,6.19,192,0.875,bicubic
mixnet_m.ft_in1k,92.41,7.59,97.87,2.13,5.01,224,0.875,bicubic
hardcorenas_d.miil_green_in1k,92.4,7.6,98.08,1.92,7.50,224,0.875,bilinear
mobilenetv2_120d.ra_in1k,92.4,7.6,98.06,1.94,5.83,224,0.875,bicubic
repghostnet_150.in1k,92.37,7.63,98.05,1.95,6.58,224,0.875,bicubic
ghostnetv2_130.in1k,92.32,7.68,98.07,1.93,8.96,224,0.875,bicubic
tf_mixnet_m.in1k,92.3,7.7,97.89,2.11,5.01,224,0.875,bicubic
selecsls42b.in1k,92.29,7.71,98.11,1.89,32.46,224,0.875,bicubic
mobilenetv3_large_100.miil_in21k_ft_in1k,92.26,7.74,97.62,2.38,5.48,224,0.875,bilinear
tf_efficientnet_b0.aa_in1k,92.24,7.76,98.0,2.0,5.29,224,0.875,bicubic
resmlp_12_224.fb_in1k,92.22,7.78,98.15,1.85,15.35,224,0.875,bicubic
tf_efficientnet_b0.ap_in1k,92.2,7.8,98.02,1.98,5.29,224,0.875,bicubic
gernet_s.idstcv_in1k,92.13,7.87,98.19,1.81,8.17,224,0.875,bilinear
tf_efficientnet_b0.in1k,92.08,7.92,97.91,2.09,5.29,224,0.875,bicubic
fastvit_t8.apple_in1k,92.06,7.94,97.93,2.07,4.03,256,0.9,bicubic
vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k,92.04,7.96,98.29,1.71,6.36,384,1.0,bicubic
vit_small_patch32_224.augreg_in21k_ft_in1k,92.04,7.96,98.23,1.77,22.88,224,0.9,bicubic
hardcorenas_c.miil_green_in1k,92.02,7.98,97.84,2.16,5.52,224,0.875,bilinear
dpn68.mx_in1k,91.99,8.01,98.02,1.98,12.61,224,0.875,bicubic
tf_efficientnet_es.in1k,91.97,8.03,97.88,2.12,5.44,224,0.875,bicubic
levit_128s.fb_dist_in1k,91.96,8.04,98.06,1.94,7.78,224,0.9,bicubic
levit_conv_128s.fb_dist_in1k,91.96,8.04,98.06,1.94,7.78,224,0.9,bicubic
efficientformerv2_s0.snap_dist_in1k,91.96,8.04,97.89,2.11,3.60,224,0.95,bicubic
densenet169.tv_in1k,91.94,8.06,98.1,1.9,14.15,224,0.875,bicubic
repghostnet_130.in1k,91.89,8.11,97.93,2.07,5.48,224,0.875,bicubic
mobilenetv2_140.ra_in1k,91.84,8.16,97.86,2.14,6.11,224,0.875,bicubic
mixnet_s.ft_in1k,91.82,8.18,97.7,2.3,4.13,224,0.875,bicubic
vit_tiny_patch16_224.augreg_in21k_ft_in1k,91.77,8.23,98.04,1.96,5.72,224,0.9,bicubic
mobilevitv2_075.cvnets_in1k,91.76,8.24,97.86,2.14,2.87,256,0.888,bicubic
hardcorenas_b.miil_green_in1k,91.76,8.24,97.78,2.22,5.18,224,0.875,bilinear
edgenext_x_small.in1k,91.71,8.29,97.6,2.4,2.34,288,1.0,bicubic
tf_mixnet_s.in1k,91.52,8.48,97.62,2.38,4.13,224,0.875,bicubic
hardcorenas_a.miil_green_in1k,91.35,8.65,97.85,2.15,5.26,224,0.875,bilinear
mobilenetv3_large_100.ra_in1k,91.35,8.65,97.71,2.29,5.48,224,0.875,bicubic
semnasnet_100.rmsp_in1k,91.31,8.69,97.56,2.44,3.89,224,0.875,bicubic
mobileone_s1.apple_in1k,91.28,8.72,97.82,2.18,4.83,224,0.9,bilinear
tf_mobilenetv3_large_100.in1k,91.23,8.77,97.66,2.34,5.48,224,0.875,bilinear
mobilenetv3_rw.rmsp_in1k,91.21,8.79,97.66,2.34,5.48,224,0.875,bicubic
vit_base_patch32_224.augreg_in1k,91.19,8.81,97.39,2.61,88.22,224,0.9,bicubic
efficientnet_es_pruned.in1k,91.17,8.83,97.74,2.26,5.44,224,0.875,bicubic
efficientnet_lite0.ra_in1k,91.12,8.88,97.64,2.36,4.65,224,0.875,bicubic
tf_efficientnet_lite0.in1k,91.05,8.95,97.58,2.42,4.65,224,0.875,bicubic
mobilenetv2_110d.ra_in1k,90.96,9.04,97.54,2.46,4.52,224,0.875,bicubic
tinynet_b.in1k,90.92,9.08,97.66,2.34,3.73,188,0.875,bicubic
ghostnetv2_100.in1k,90.9,9.1,97.7,2.3,6.16,224,0.875,bicubic
densenet121.tv_in1k,90.89,9.11,97.71,2.29,7.98,224,0.875,bicubic
fbnetc_100.rmsp_in1k,90.73,9.27,97.21,2.79,5.57,224,0.875,bilinear
deit_tiny_distilled_patch16_224.fb_in1k,90.71,9.29,97.56,2.44,5.91,224,0.9,bicubic
repghostnet_111.in1k,90.71,9.29,97.47,2.53,4.54,224,0.875,bicubic
convit_tiny.fb_in1k,90.66,9.34,97.73,2.27,5.71,224,0.875,bicubic
