model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation,top1_diff,top5_diff,rank_diff
efficientvit_b3.r288_in1k,37.427,62.573,69.893,30.107,48.65,288,1.0,bicubic,-59.203,-29.457,-35
regnetz_d32.ra3_in1k,37.16,62.84,70.48,29.52,27.58,320,0.95,bicubic,-59.43,-28.9,-29
vit_base_patch32_384.augreg_in21k_ft_in1k,37.107,62.893,69.787,30.213,88.30,384,1.0,bicubic,-59.383,-29.623,-11
efficientnetv2_rw_s.ra2_in1k,36.827,63.173,68.32,31.68,23.94,384,1.0,bicubic,-59.713,-30.78,-24
convnext_small.fb_in1k,36.707,63.293,71.067,28.933,50.22,288,1.0,bicubic,-59.813,-28.273,-19
pvt_v2_b4.in1k,36.627,63.373,68.653,31.347,62.56,224,0.9,bicubic,-59.723,-30.677,7
pvt_v2_b5.in1k,36.293,63.707,68.427,31.573,81.96,224,0.9,bicubic,-60.067,-30.813,4
fastvit_sa36.apple_dist_in1k,36.187,63.813,69.267,30.733,31.53,256,0.9,bicubic,-60.173,-29.903,0
coatnet_1_rw_224.sw_in1k,35.973,64.027,67.133,32.867,41.72,224,0.95,bicubic,-60.057,-32.027,74
maxvit_tiny_rw_224.sw_in1k,35.96,64.04,65.573,34.427,29.06,224,0.95,bicubic,-60.28,-33.597,19
cs3se_edgenet_x.c2ns_in1k,35.667,64.333,67.827,32.173,50.72,320,1.0,bicubic,-60.783,-31.573,-22
tf_efficientnet_b3.ns_jft_in1k,35.52,64.48,67.773,32.227,12.23,300,0.904,bicubic,-60.87,-31.617,-15
inception_next_base.sail_in1k,35.187,64.813,66.533,33.467,86.67,224,0.95,bicubic,-61.373,-32.547,-44
tf_efficientnet_b6.aa_in1k,35.147,64.853,67.733,32.267,43.04,528,0.942,bicubic,-61.523,-31.757,-66
gcvit_tiny.in1k,34.947,65.053,66.893,33.107,28.22,224,0.875,bicubic,-61.233,-32.297,21
tf_efficientnet_b5.ap_in1k,34.813,65.187,67.467,32.533,30.39,456,0.934,bicubic,-61.867,-31.993,-72
fastvit_ma36.apple_in1k,34.627,65.373,66.987,33.013,44.07,256,0.95,bicubic,-61.843,-32.163,-37
vit_base_patch16_224_miil.in21k_ft_in1k,34.533,65.467,64.973,35.027,86.54,224,0.875,bilinear,-61.917,-34.337,-32
deit3_medium_patch16_224.fb_in1k,34.253,65.747,66.013,33.987,38.85,224,0.9,bicubic,-61.827,-33.227,43
tiny_vit_11m_224.dist_in22k_ft_in1k,33.867,66.133,65.827,34.173,11.00,224,0.95,bicubic,-62.423,-33.403,-12
inception_next_small.sail_in1k,33.8,66.2,65.773,34.227,49.37,224,0.875,bicubic,-62.44,-33.417,-10
caformer_s18.sail_in1k,33.707,66.293,65.4,34.6,26.34,224,1.0,bicubic,-62.433,-33.77,19
pvt_v2_b3.in1k,33.64,66.36,67.68,32.32,45.24,224,0.9,bicubic,-62.35,-31.51,55
focalnet_small_srf.ms_in1k,33.52,66.48,65.907,34.093,49.89,224,0.9,bicubic,-62.55,-33.383,38
coatnet_rmlp_1_rw_224.sw_in1k,33.507,66.493,65.573,34.427,41.69,224,0.95,bicubic,-62.453,-33.617,62
convformer_s18.sail_in22k_ft_in1k,33.453,66.547,68.28,31.72,26.77,224,1.0,bicubic,-63.177,-31.06,-83
convformer_s36.sail_in1k,33.32,66.68,63.827,36.173,40.01,224,1.0,bicubic,-63.26,-35.413,-74
focalnet_small_lrf.ms_in1k,33.227,66.773,67.067,32.933,50.34,224,0.9,bicubic,-62.953,-32.163,-1
fastvit_sa36.apple_in1k,33.2,66.8,66.0,34.0,31.53,256,0.9,bicubic,-63.04,-33.13,-18
tiny_vit_21m_224.in1k,33.133,66.867,67.453,32.547,21.20,224,0.95,bicubic,-62.997,-31.767,9
mobilevitv2_200.cvnets_in22k_ft_in1k_384,32.987,67.013,65.493,34.507,18.45,384,1.0,bicubic,-63.073,-33.587,27
xception65.ra3_in1k,32.747,67.253,62.973,37.027,39.92,299,0.94,bicubic,-63.613,-36.257,-49
mobilevitv2_175.cvnets_in22k_ft_in1k_384,32.48,67.52,64.747,35.253,14.25,384,1.0,bicubic,-63.7,-34.393,-15
efficientvit_b3.r256_in1k,32.44,67.56,65.96,34.04,48.65,256,1.0,bicubic,-63.85,-33.23,-39
tf_efficientnetv2_b3.in21k_ft_in1k,32.333,67.667,66.133,33.867,14.36,300,0.9,bicubic,-63.887,-33.097,-28
convnext_tiny_hnf.a2h_in1k,32.227,67.773,62.893,37.107,28.59,288,1.0,bicubic,-63.793,-36.247,25
efficientvit_b3.r224_in1k,32.08,67.92,64.867,35.133,48.65,224,0.95,bicubic,-63.95,-34.263,19
vit_base_patch16_224.orig_in21k_ft_in1k,32.053,67.947,61.613,38.387,86.57,224,0.9,bicubic,-63.287,-37.387,153
maxvit_nano_rw_256.sw_in1k,31.933,68.067,64.187,35.813,15.45,256,0.95,bicubic,-63.987,-34.823,41
tf_efficientnet_b5.ra_in1k,31.787,68.213,65.28,34.72,30.39,456,0.934,bicubic,-64.553,-34.03,-57
regnetz_c16_evos.ch_in1k,31.493,68.507,66.347,33.653,13.49,320,0.95,bicubic,-64.647,-32.653,-21
fastvit_sa24.apple_dist_in1k,31.427,68.573,64.76,35.24,21.55,256,0.9,bicubic,-64.723,-34.43,-25
maxvit_rmlp_nano_rw_256.sw_in1k,31.4,68.6,63.413,36.587,15.50,256,0.95,bicubic,-64.57,-35.737,21
maxxvit_rmlp_nano_rw_256.sw_in1k,31.333,68.667,64.36,35.64,16.78,256,0.95,bicubic,-64.707,-34.9,2
cait_s24_224.fb_dist_in1k,31.187,68.813,64.573,35.427,46.92,224,1.0,bicubic,-65.233,-34.897,-85
convnext_nano.in12k_ft_in1k,31.107,68.893,67.333,32.667,15.59,288,1.0,bicubic,-64.883,-31.987,8
efficientnet_b4.ra2_in1k,30.88,69.12,64.667,35.333,19.34,384,1.0,bicubic,-65.27,-34.543,-33
repvit_m2_3.dist_450e_in1k,30.787,69.213,63.84,36.16,23.69,224,0.95,bicubic,-65.543,-35.59,-69
maxvit_tiny_tf_224.in1k,30.587,69.413,62.773,37.227,30.92,224,0.95,bicubic,-65.513,-36.507,-22
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,30.56,69.44,62.053,37.947,88.22,224,0.9,bicubic,-65.57,-37.107,-34
maxxvitv2_nano_rw_256.sw_in1k,30.44,69.56,63.707,36.293,23.70,256,0.95,bicubic,-65.46,-35.463,21
mvitv2_tiny.fb_in1k,30.173,69.827,64.32,35.68,24.17,224,0.9,bicubic,-65.687,-34.8,27
tf_efficientnet_b5.aa_in1k,29.973,70.027,63.08,36.92,30.39,456,0.934,bicubic,-66.497,-36.2,-110
convnext_tiny.fb_in1k,29.96,70.04,65.12,34.88,28.59,288,1.0,bicubic,-65.83,-34.06,33
cs3sedarknet_x.c2ns_in1k,29.933,70.067,62.0,38.0,35.40,288,1.0,bicubic,-66.087,-37.19,-13
mobilevitv2_150.cvnets_in22k_ft_in1k_384,29.813,70.187,62.133,37.867,10.59,384,1.0,bicubic,-65.877,-37.007,43
vit_relpos_base_patch16_clsgap_224.sw_in1k,29.733,70.267,62.88,37.12,86.43,224,0.9,bicubic,-66.037,-36.24,32
deit_base_distilled_patch16_224.fb_in1k,29.587,70.413,64.387,35.613,87.34,224,0.9,bicubic,-66.503,-34.803,-40
convit_base.fb_in1k,29.52,70.48,61.747,38.253,86.54,224,0.875,bicubic,-66.03,-37.363,57
vit_relpos_medium_patch16_cls_224.sw_in1k,29.307,70.693,60.587,39.413,38.76,224,0.9,bicubic,-66.163,-38.363,82
davit_tiny.msft_in1k,29.107,70.893,63.573,36.427,28.36,224,0.95,bicubic,-66.553,-35.477,38
tf_efficientnetv2_s.in1k,29.04,70.96,61.227,38.773,21.46,384,1.0,bicubic,-67.3,-37.973,-99
edgenext_base.usi_in1k,29.027,70.973,64.907,35.093,18.51,320,1.0,bicubic,-67.673,-34.593,-175
xception65p.ra3_in1k,28.987,71.013,59.907,40.093,39.82,299,0.94,bicubic,-67.223,-39.273,-80
convnext_tiny.fb_in22k_ft_in1k,28.987,71.013,55.6,44.4,28.59,288,1.0,bicubic,-65.853,-43.11,195
fastvit_sa24.apple_in1k,28.96,71.04,62.413,37.587,21.55,256,0.9,bicubic,-66.96,-36.747,-9
vit_relpos_medium_patch16_224.sw_in1k,28.853,71.147,61.973,38.027,38.75,224,0.9,bicubic,-66.607,-37.037,71
efficientvit_b2.r288_in1k,28.627,71.373,64.227,35.773,24.33,288,1.0,bicubic,-67.333,-34.933,-26
repvit_m2_3.dist_300e_in1k,28.627,71.373,61.907,38.093,23.69,224,0.95,bicubic,-67.493,-37.333,-68
cs3edgenet_x.c2_in1k,28.507,71.493,61.133,38.867,47.82,288,1.0,bicubic,-67.543,-38.037,-48
pvt_v2_b2_li.in1k,28.48,71.52,62.0,38.0,22.55,224,0.9,bicubic,-67.08,-37.03,34
efficientformerv2_l.snap_dist_in1k,28.253,71.747,61.92,38.08,26.32,224,0.95,bicubic,-67.817,-37.2,-56
efficientformer_l7.snap_dist_in1k,28.0,72.0,63.013,36.987,82.23,224,0.95,bicubic,-68.11,-36.267,-70
flexivit_small.1200ep_in1k,27.853,72.147,58.653,41.347,22.06,240,0.95,bicubic,-67.697,-40.227,30
pvt_v2_b2.in1k,27.6,72.4,60.733,39.267,25.36,224,0.9,bicubic,-67.88,-38.267,52
regnetz_c16.ra3_in1k,27.587,72.413,62.72,37.28,13.46,320,1.0,bicubic,-68.353,-36.5,-31
vit_base_patch16_384.augreg_in1k,27.547,72.453,57.253,42.747,86.86,384,1.0,bicubic,-67.393,-41.637,150
deit_base_patch16_224.fb_in1k,27.413,72.587,58.88,41.12,86.57,224,0.9,bicubic,-68.037,-40.21,55
vit_relpos_base_patch16_224.sw_in1k,27.32,72.68,61.147,38.853,86.43,224,0.9,bicubic,-68.24,-37.843,20
coatnet_bn_0_rw_224.sw_in1k,27.213,72.787,61.253,38.747,27.44,224,0.95,bicubic,-68.487,-37.797,-1
dm_nfnet_f0.dm_in1k,27.067,72.933,58.32,41.68,71.49,256,0.9,bicubic,-69.243,-41.0,-129
vit_small_patch16_224.augreg_in21k_ft_in1k,27.04,72.96,59.253,40.747,22.05,224,0.9,bicubic,-68.33,-39.687,67
coatnet_0_rw_224.sw_in1k,27.027,72.973,59.387,40.613,27.44,224,0.95,bicubic,-68.413,-39.663,52
flexivit_small.600ep_in1k,26.853,73.147,57.253,42.747,22.06,240,0.95,bicubic,-68.817,-41.807,-3
gcvit_xtiny.in1k,26.693,73.307,60.907,39.093,19.98,224,0.875,bicubic,-68.897,-38.133,7
mobilevitv2_200.cvnets_in22k_ft_in1k,26.653,73.347,59.4,40.6,18.45,256,0.888,bicubic,-68.507,-39.7,94
coatnet_rmlp_nano_rw_224.sw_in1k,26.467,73.533,60.547,39.453,15.15,224,0.9,bicubic,-68.963,-38.493,48
tf_efficientnet_b4.aa_in1k,26.293,73.707,60.08,39.92,19.34,380,0.922,bicubic,-69.607,-38.97,-46
tf_efficientnet_b4.ap_in1k,26.227,73.773,60.24,39.76,19.34,380,0.922,bicubic,-69.933,-38.9,-116
coatnext_nano_rw_224.sw_in1k,26.227,73.773,59.613,40.387,14.70,224,0.9,bicubic,-69.203,-39.397,43
deit3_small_patch16_224.fb_in1k,26.227,73.773,54.48,45.52,22.06,224,0.9,bicubic,-68.763,-44.5,123
nfnet_l0.ra2_in1k,26.213,73.787,61.747,38.253,35.07,288,1.0,bicubic,-69.907,-37.523,-103
fbnetv3_g.ra2_in1k,26.107,73.893,61.08,38.92,16.62,288,0.95,bilinear,-69.413,-38.03,7
mobilevitv2_175.cvnets_in22k_ft_in1k,26.013,73.987,58.52,41.48,14.25,256,0.888,bicubic,-69.207,-40.28,71
flexivit_small.300ep_in1k,25.907,74.093,57.08,42.92,22.06,240,0.95,bicubic,-69.583,-42.02,18
inception_next_tiny.sail_in1k,25.8,74.2,59.813,40.187,28.06,224,0.875,bicubic,-69.66,-39.097,22
vit_small_patch16_384.augreg_in1k,25.773,74.227,57.587,42.413,22.20,384,1.0,bicubic,-69.517,-41.413,57
convformer_s18.sail_in1k,25.68,74.32,57.96,42.04,26.77,224,1.0,bicubic,-70.27,-41.12,-69
vit_relpos_medium_patch16_rpn_224.sw_in1k,25.52,74.48,58.667,41.333,38.73,224,0.9,bicubic,-69.98,-40.113,7
vit_srelpos_medium_patch16_224.sw_in1k,25.373,74.627,58.427,41.573,38.74,224,0.9,bicubic,-69.867,-40.443,56
convit_small.fb_in1k,25.147,74.853,57.293,42.707,27.78,224,0.875,bicubic,-70.063,-41.607,59
vit_base_patch16_rpn_224.sw_in1k,25.08,74.92,58.68,41.32,86.54,224,0.9,bicubic,-70.31,-40.18,31
gc_efficientnetv2_rw_t.agc_in1k,25.067,74.933,57.707,42.293,13.68,288,1.0,bicubic,-70.673,-41.473,-43
eca_nfnet_l0.ra2_in1k,24.8,75.2,60.04,39.96,24.14,288,1.0,bicubic,-71.14,-39.07,-80
xception41p.ra3_in1k,24.787,75.213,55.253,44.747,26.91,299,0.94,bicubic,-70.723,-43.657,-7
efficientvit_b2.r256_in1k,24.773,75.227,59.72,40.28,24.33,256,1.0,bicubic,-70.877,-39.34,-36
convnext_nano_ols.d1h_in1k,24.547,75.453,57.027,42.973,15.65,288,1.0,bicubic,-70.593,-41.823,70
cs3darknet_x.c2ns_in1k,24.387,75.613,57.76,42.24,35.05,288,1.0,bicubic,-71.463,-41.41,-69
efficientnetv2_rw_t.ra2_in1k,24.28,75.72,57.4,42.6,13.65,288,1.0,bicubic,-71.31,-41.67,-33
eva02_tiny_patch14_336.mim_in22k_ft_in1k,24.133,75.867,55.4,44.6,5.76,336,1.0,bicubic,-70.777,-43.48,100
coatnet_nano_rw_224.sw_in1k,24.093,75.907,57.147,42.853,15.14,224,0.9,bicubic,-71.147,-41.843,39
vit_small_r26_s32_224.augreg_in21k_ft_in1k,24.093,75.907,56.213,43.787,36.43,224,0.9,bicubic,-71.537,-42.727,-44
tf_efficientnet_b5.in1k,24.08,75.92,58.347,41.653,30.39,456,0.934,bicubic,-71.99,-40.843,-125
tf_efficientnet_b2.ns_jft_in1k,24.04,75.96,57.32,42.68,9.11,260,0.89,bicubic,-71.73,-41.66,-65
mobilevitv2_150.cvnets_in22k_ft_in1k,24.013,75.987,55.92,44.08,10.59,256,0.888,bicubic,-71.127,-42.86,55
vit_relpos_small_patch16_224.sw_in1k,24.0,76.0,58.16,41.84,21.98,224,0.9,bicubic,-71.15,-40.8,48
convnext_nano.d1h_in1k,24.0,76.0,56.2,43.8,15.59,288,1.0,bicubic,-71.35,-42.72,17
cs3sedarknet_l.c2ns_in1k,23.96,76.04,58.76,41.24,21.91,288,0.95,bicubic,-71.35,-40.37,19
poolformer_m48.sail_in1k,23.867,76.133,57.16,42.84,73.47,224,0.95,bicubic,-71.763,-42.03,-50
vit_small_patch32_384.augreg_in21k_ft_in1k,23.76,76.24,57.28,42.72,22.92,384,1.0,bicubic,-71.26,-41.6,68
tiny_vit_11m_224.in1k,23.627,76.373,58.973,41.027,11.00,224,0.95,bicubic,-71.863,-39.817,-23
levit_384.fb_dist_in1k,23.4,76.6,56.4,43.6,39.13,224,0.9,bicubic,-72.13,-42.66,-42
levit_conv_384.fb_dist_in1k,23.387,76.613,56.413,43.587,39.13,224,0.9,bicubic,-72.143,-42.637,-42
focalnet_tiny_srf.ms_in1k,23.267,76.733,58.333,41.667,28.43,224,0.9,bicubic,-72.233,-40.797,-36
efficientnet_b3.ra2_in1k,23.2,76.8,55.947,44.053,12.23,320,1.0,bicubic,-72.52,-43.093,-76
efficientformer_l3.snap_dist_in1k,23.12,76.88,57.147,42.853,31.41,224,0.95,bicubic,-72.47,-42.013,-63
focalnet_tiny_lrf.ms_in1k,23.08,76.92,58.56,41.44,28.65,224,0.9,bicubic,-72.38,-40.4,-29
tiny_vit_5m_224.dist_in22k_ft_in1k,23.067,76.933,56.48,43.52,5.39,224,0.95,bicubic,-71.983,-42.49,47
resnet61q.ra2_in1k,23.013,76.987,55.76,44.24,36.85,288,1.0,bicubic,-72.767,-43.23,-91
vit_srelpos_small_patch16_224.sw_in1k,22.88,77.12,55.747,44.253,21.97,224,0.9,bicubic,-72.15,-43.203,46
vit_base_patch32_clip_224.laion2b_ft_in1k,22.853,77.147,55.013,44.987,88.22,224,0.9,bicubic,-72.667,-43.977,-57
tf_efficientnet_b4.in1k,22.773,77.227,57.093,42.907,19.34,380,0.922,bicubic,-73.047,-41.957,-105
poolformerv2_m48.sail_in1k,22.76,77.24,55.747,44.253,73.35,224,1.0,bicubic,-73.01,-43.293,-96
repvit_m1_5.dist_450e_in1k,22.68,77.32,56.107,43.893,14.64,224,0.95,bicubic,-73.22,-43.013,-122
poolformer_m36.sail_in1k,22.587,77.413,55.373,44.627,56.17,224,0.95,bicubic,-72.803,-43.567,-23
vit_base_patch32_clip_224.openai_ft_in1k,22.56,77.44,55.333,44.667,88.22,224,0.9,bicubic,-72.55,-43.597,25
vit_base_patch32_224.augreg_in21k_ft_in1k,22.427,77.573,54.027,45.973,88.22,224,0.9,bicubic,-72.583,-45.033,41
efficientvit_b2.r224_in1k,22.0,78.0,55.533,44.467,24.33,224,0.95,bicubic,-73.2,-43.387,-3
repvit_m1_5.dist_300e_in1k,21.613,78.387,54.707,45.293,14.64,224,0.95,bicubic,-74.027,-44.283,-97
efficientformerv2_s2.snap_dist_in1k,21.547,78.453,54.24,45.76,12.71,224,0.95,bicubic,-73.813,-44.69,-33
fastvit_sa12.apple_dist_in1k,21.493,78.507,54.613,45.387,11.58,256,0.9,bicubic,-73.657,-44.347,3
maxvit_rmlp_pico_rw_256.sw_in1k,21.24,78.76,51.92,48.08,7.52,256,0.95,bicubic,-73.4,-46.89,88
resnet51q.ra2_in1k,20.92,79.08,55.68,44.32,35.70,288,1.0,bilinear,-74.95,-43.45,-144
poolformerv2_m36.sail_in1k,20.92,79.08,53.12,46.88,56.08,224,1.0,bicubic,-74.48,-46.18,-47
deit_small_distilled_patch16_224.fb_in1k,20.72,79.28,55.133,44.867,22.44,224,0.9,bicubic,-73.99,-43.897,67
sebotnet33ts_256.a1h_in1k,20.72,79.28,48.76,51.24,13.70,256,0.94,bicubic,-73.89,-49.75,89
haloregnetz_b.ra3_in1k,20.013,79.987,49.987,50.013,11.68,224,0.94,bicubic,-74.677,-48.843,62
regnetz_b16.ra3_in1k,19.813,80.187,52.853,47.147,9.72,288,1.0,bicubic,-75.357,-46.227,-25
rexnet_200.nav_in1k,19.227,80.773,52.64,47.36,16.37,224,0.875,bicubic,-75.713,-46.37,12
levit_conv_256.fb_dist_in1k,19.187,80.813,50.067,49.933,18.89,224,0.9,bicubic,-75.833,-48.923,1
levit_256.fb_dist_in1k,19.173,80.827,50.107,49.893,18.89,224,0.9,bicubic,-75.847,-48.823,-1
deit_small_patch16_224.fb_in1k,18.893,81.107,51.4,48.6,22.05,224,0.9,bicubic,-75.457,-47.29,105
mobilevitv2_200.cvnets_in1k,18.893,81.107,50.52,49.48,18.45,256,0.888,bicubic,-75.947,-48.01,23
gcvit_xxtiny.in1k,18.773,81.227,53.347,46.653,12.00,224,0.875,bicubic,-75.647,-45.543,95
edgenext_small.usi_in1k,18.68,81.32,53.6,46.4,5.59,320,1.0,bicubic,-76.72,-45.27,-77
tf_efficientnet_b1.ns_jft_in1k,18.653,81.347,51.733,48.267,7.79,240,0.882,bicubic,-76.507,-47.217,-42
poolformer_s36.sail_in1k,18.493,81.507,52.187,47.813,30.86,224,0.9,bicubic,-76.587,-46.723,-23
repvit_m3.dist_in1k,18.48,81.52,51.867,48.133,10.68,224,0.95,bicubic,-76.72,-46.953,-52
cs3darknet_l.c2ns_in1k,18.293,81.707,51.84,48.16,21.16,288,0.95,bicubic,-76.827,-47.14,-35
sehalonet33ts.ra2_in1k,18.227,81.773,47.733,52.267,13.69,256,0.94,bicubic,-76.533,-50.837,21
ese_vovnet39b.ra_in1k,18.2,81.8,49.88,50.12,24.57,288,0.95,bicubic,-76.67,-49.06,4
tf_efficientnet_lite4.in1k,18.12,81.88,50.707,49.293,13.01,380,0.92,bilinear,-76.76,-48.183,0
vit_tiny_patch16_384.augreg_in21k_ft_in1k,18.027,81.973,50.307,49.693,5.79,384,1.0,bicubic,-75.623,-48.283,177
tiny_vit_5m_224.in1k,18.0,82.0,50.173,49.827,5.39,224,0.95,bicubic,-76.24,-48.287,100
gcresnet50t.ra2_in1k,17.88,82.12,49.413,50.587,25.90,288,1.0,bicubic,-77.36,-49.567,-68
mobilevitv2_175.cvnets_in1k,17.787,82.213,49.747,50.253,14.25,256,0.888,bicubic,-77.103,-49.113,-8
convnext_pico.d1_in1k,17.347,82.653,50.213,49.787,9.05,288,0.95,bicubic,-77.413,-48.717,8
efficientnet_el.ra_in1k,17.32,82.68,50.027,49.973,10.59,300,0.904,bicubic,-77.8,-48.943,-50
inception_v4.tf_in1k,17.293,82.707,45.867,54.133,42.68,299,0.875,bicubic,-77.077,-52.763,75
tf_efficientnet_b3.ap_in1k,17.227,82.773,49.68,50.32,12.23,300,0.904,bicubic,-78.093,-49.22,-92
gcresnext50ts.ch_in1k,17.173,82.827,48.107,51.893,15.67,288,1.0,bicubic,-77.687,-50.753,-11
fastvit_s12.apple_dist_in1k,17.12,82.88,49.4,50.6,9.47,256,0.9,bicubic,-77.71,-49.37,-6
xception71.tf_in1k,17.027,82.973,45.547,54.453,42.34,299,0.903,bicubic,-77.273,-53.103,80
tf_efficientnet_b3.aa_in1k,16.973,83.027,49.28,50.72,12.23,300,0.904,bicubic,-78.037,-49.75,-39
cs3darknet_focus_l.c2ns_in1k,16.96,83.04,50.493,49.507,21.15,288,0.95,bicubic,-78.19,-48.437,-72
resmlp_36_224.fb_distilled_in1k,16.88,83.12,51.493,48.507,44.69,224,0.875,bicubic,-78.01,-47.377,-26
poolformerv2_s36.sail_in1k,16.68,83.32,49.6,50.4,30.79,224,1.0,bicubic,-78.63,-49.32,-102
tf_efficientnetv2_b3.in1k,16.6,83.4,48.68,51.32,14.36,300,0.904,bicubic,-78.56,-50.14,-79
gmlp_s16_224.ra3_in1k,16.547,83.453,45.08,54.92,19.42,224,0.875,bicubic,-77.603,-53.59,90
convnext_pico_ols.d1_in1k,16.507,83.493,49.707,50.293,9.06,288,1.0,bicubic,-78.113,-49.153,16
resmlp_24_224.fb_distilled_in1k,16.453,83.547,50.347,49.653,30.02,224,0.875,bicubic,-77.997,-48.423,44
mobilevitv2_150.cvnets_in1k,16.453,83.547,48.453,51.547,10.59,256,0.888,bicubic,-78.097,-50.327,25
gernet_l.idstcv_in1k,16.32,83.68,47.227,52.773,31.08,256,0.875,bilinear,-78.79,-51.753,-73
repvit_m1_1.dist_450e_in1k,16.28,83.72,49.68,50.32,8.80,224,0.95,bicubic,-78.62,-49.28,-46
fastvit_sa12.apple_in1k,16.28,83.72,49.653,50.347,11.58,256,0.9,bicubic,-78.6,-49.367,-38
xception65.tf_in1k,16.04,83.96,43.76,56.24,39.92,299,0.903,bicubic,-77.74,-54.61,119
edgenext_small_rw.sw_in1k,15.987,84.013,49.667,50.333,7.83,320,1.0,bicubic,-78.683,-49.113,-14
fastvit_t12.apple_dist_in1k,15.64,84.36,47.68,52.32,7.55,256,0.9,bicubic,-78.95,-51.11,2
vit_base_patch32_384.augreg_in1k,15.6,84.4,44.147,55.853,88.30,384,1.0,bicubic,-78.04,-54.093,127
efficientvit_b1.r288_in1k,15.28,84.72,46.6,53.4,9.10,288,1.0,bicubic,-79.21,-51.92,11
seresnet33ts.ra2_in1k,15.267,84.733,47.373,52.627,19.78,288,1.0,bicubic,-79.773,-51.527,-91
eca_resnet33ts.ra2_in1k,15.053,84.947,49.013,50.987,19.68,288,1.0,bicubic,-79.567,-49.747,-21
vit_base_patch16_224.augreg_in1k,15.013,84.987,42.027,57.973,86.57,224,0.9,bicubic,-78.627,-56.373,115
fastvit_s12.apple_in1k,14.92,85.08,45.32,54.68,9.47,256,0.9,bicubic,-79.21,-53.43,56
repvit_m1_0.dist_450e_in1k,14.907,85.093,46.827,53.173,7.30,224,0.95,bicubic,-79.623,-52.053,-3
levit_conv_192.fb_dist_in1k,14.907,85.093,44.933,55.067,10.95,224,0.9,bicubic,-79.263,-53.747,46
levit_192.fb_dist_in1k,14.88,85.12,44.933,55.067,10.95,224,0.9,bicubic,-79.29,-53.607,43
poolformerv2_s24.sail_in1k,14.8,85.2,45.92,54.08,21.34,224,1.0,bicubic,-79.85,-52.92,-33
repvit_m1_1.dist_300e_in1k,14.76,85.24,47.227,52.773,8.80,224,0.95,bicubic,-80.0,-51.483,-57
rexnet_150.nav_in1k,14.733,85.267,46.88,53.12,9.73,224,0.875,bicubic,-79.747,-51.92,0
darknet53.c2ns_in1k,14.68,85.32,47.107,52.893,41.61,288,1.0,bicubic,-79.94,-51.793,-30
gcresnet33ts.ra2_in1k,14.667,85.333,46.32,53.68,19.88,288,1.0,bicubic,-80.253,-52.49,-86
darknetaa53.c2ns_in1k,14.56,85.44,45.427,54.573,36.02,288,1.0,bilinear,-79.91,-53.393,-4
efficientnet_el_pruned.in1k,14.48,85.52,46.107,53.893,10.59,300,0.904,bicubic,-79.91,-52.633,3
efficientnet_b2.ra_in1k,14.44,85.56,46.053,53.947,9.11,288,1.0,bicubic,-80.18,-52.727,-33
poolformer_s24.sail_in1k,14.267,85.733,47.36,52.64,21.39,224,0.9,bicubic,-80.293,-51.54,-26
fbnetv3_d.ra2_in1k,14.093,85.907,46.467,53.533,10.31,256,0.95,bilinear,-79.827,-52.153,59
gernet_m.idstcv_in1k,14.08,85.92,46.08,53.92,21.14,224,0.875,bilinear,-80.54,-52.83,-40
pvt_v2_b1.in1k,14.027,85.973,47.733,52.267,14.01,224,0.9,bicubic,-79.773,-50.927,73
repvit_m2.dist_in1k,14.013,85.987,46.373,53.627,8.80,224,0.95,bicubic,-80.727,-52.337,-69
mobilevitv2_125.cvnets_in1k,14.013,85.987,45.027,54.973,7.48,256,0.888,bicubic,-79.947,-53.523,53
dpn68b.ra_in1k,13.893,86.107,40.307,59.693,12.61,288,1.0,bicubic,-80.107,-58.193,47
fastvit_t12.apple_in1k,13.613,86.387,43.307,56.693,7.55,256,0.9,bicubic,-80.307,-55.303,54
resmlp_36_224.fb_in1k,13.467,86.533,46.667,53.333,44.69,224,0.875,bicubic,-80.723,-51.943,11
efficientformerv2_s1.snap_dist_in1k,13.453,86.547,42.933,57.067,6.19,224,0.95,bicubic,-80.747,-55.707,9
vit_small_patch16_224.augreg_in1k,13.387,86.613,41.427,58.573,22.05,224,0.9,bicubic,-80.503,-57.013,52
efficientnet_b3_pruned.in1k,13.16,86.84,45.2,54.8,9.86,300,0.904,bicubic,-81.47,-53.56,-62
mixnet_xl.ra_in1k,13.08,86.92,43.213,56.787,11.90,224,0.875,bicubic,-81.1,-55.107,4
efficientformer_l1.snap_dist_in1k,13.013,86.987,45.6,54.4,12.29,224,0.95,bicubic,-81.467,-53.23,-35
repvit_m1_0.dist_300e_in1k,13.0,87.0,44.413,55.587,7.30,224,0.95,bicubic,-81.3,-54.437,-13
nf_regnet_b1.ra2_in1k,12.947,87.053,44.373,55.627,10.22,288,0.9,bicubic,-81.163,-54.247,12
tf_efficientnet_b3.in1k,12.787,87.213,43.627,56.373,12.23,300,0.904,bicubic,-81.753,-55.223,-53
efficientvit_b1.r256_in1k,12.547,87.453,42.12,57.88,9.10,256,1.0,bicubic,-81.543,-56.24,5
resmlp_24_224.fb_in1k,12.493,87.507,43.413,56.587,30.02,224,0.875,bicubic,-81.537,-55.247,12
convnext_femto_ols.d1_in1k,12.48,87.52,43.933,56.067,5.23,288,0.95,bicubic,-81.44,-54.667,20
