model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation
maxxvit_rmlp_nano_rw_256.sw_in1k,83.042,16.958,96.35,3.65,16.78,256,0.95,bicubic
tf_efficientnet_b4.aa_in1k,83.018,16.982,96.3,3.7,19.34,380,0.922,bicubic
convformer_s18.sail_in1k,82.986,17.014,96.25,3.75,26.77,224,1.0,bicubic
maxvit_rmlp_nano_rw_256.sw_in1k,82.954,17.046,96.266,3.734,15.50,256,0.95,bicubic
mobilevitv2_175.cvnets_in22k_ft_in1k_384,82.938,17.062,96.426,3.574,14.25,384,1.0,bicubic
maxvit_nano_rw_256.sw_in1k,82.928,17.072,96.22,3.78,15.45,256,0.95,bicubic
convnext_nano.in12k_ft_in1k,82.862,17.138,96.556,3.444,15.59,288,1.0,bicubic
vit_relpos_base_patch16_clsgap_224.sw_in1k,82.76,17.24,96.172,3.828,86.43,224,0.9,bicubic
nfnet_l0.ra2_in1k,82.75,17.25,96.516,3.484,35.07,288,1.0,bicubic
cs3edgenet_x.c2_in1k,82.708,17.292,96.37,3.63,47.82,288,1.0,bicubic
convnext_tiny.fb_in1k,82.698,17.302,96.144,3.856,28.59,288,1.0,bicubic
davit_tiny.msft_in1k,82.696,17.304,96.274,3.726,28.36,224,0.95,bicubic
efficientvit_b2.r256_in1k,82.69,17.31,96.094,3.906,24.33,256,1.0,bicubic
fastvit_sa24.apple_in1k,82.678,17.322,96.272,3.728,21.55,256,0.9,bicubic
tf_efficientnetv2_b3.in21k_ft_in1k,82.67,17.33,96.626,3.374,14.36,300,0.9,bicubic
cs3sedarknet_x.c2ns_in1k,82.658,17.342,96.35,3.65,35.40,288,1.0,bicubic
regnetz_c16_evos.ch_in1k,82.636,17.364,96.474,3.526,13.49,320,0.95,bicubic
regnetz_c16.ra3_in1k,82.632,17.368,96.318,3.682,13.46,320,1.0,bicubic
poolformerv2_m48.sail_in1k,82.618,17.382,96.072,3.928,73.35,224,1.0,bicubic
tf_efficientnet_b4.in1k,82.608,17.392,96.128,3.872,19.34,380,0.922,bicubic
levit_384.fb_dist_in1k,82.596,17.404,96.018,3.982,39.13,224,0.9,bicubic
levit_conv_384.fb_dist_in1k,82.59,17.41,96.016,3.984,39.13,224,0.9,bicubic
mobilevitv2_150.cvnets_in22k_ft_in1k_384,82.586,17.414,96.314,3.686,10.59,384,1.0,bicubic
convnext_tiny_hnf.a2h_in1k,82.584,17.416,96.008,3.992,28.59,288,1.0,bicubic
vit_base_patch32_clip_224.laion2b_ft_in1k,82.582,17.418,96.2,3.8,88.22,224,0.9,bicubic
eca_nfnet_l0.ra2_in1k,82.578,17.422,96.492,3.508,24.14,288,1.0,bicubic
vit_relpos_medium_patch16_cls_224.sw_in1k,82.572,17.428,96.068,3.932,38.76,224,0.9,bicubic
efficientformer_l3.snap_dist_in1k,82.548,17.452,96.25,3.75,31.41,224,0.95,bicubic
flexivit_small.1200ep_in1k,82.526,17.474,96.126,3.874,22.06,240,0.95,bicubic
resnet61q.ra2_in1k,82.524,17.476,96.13,3.87,36.85,288,1.0,bicubic
repvit_m1_5.dist_450e_in1k,82.512,17.488,96.112,3.888,14.64,224,0.95,bicubic
vit_relpos_base_patch16_224.sw_in1k,82.496,17.504,96.138,3.862,86.43,224,0.9,bicubic
poolformer_m48.sail_in1k,82.482,17.518,95.966,4.034,73.47,224,0.95,bicubic
inception_next_tiny.sail_in1k,82.478,17.522,96.022,3.978,28.06,224,0.875,bicubic
vit_relpos_medium_patch16_224.sw_in1k,82.462,17.538,96.082,3.918,38.75,224,0.9,bicubic
gc_efficientnetv2_rw_t.agc_in1k,82.456,17.544,96.296,3.704,13.68,288,1.0,bicubic
mvitv2_tiny.fb_in1k,82.41,17.59,96.152,3.848,24.17,224,0.9,bicubic
coatnet_bn_0_rw_224.sw_in1k,82.4,17.6,96.186,3.814,27.44,224,0.95,bicubic
coatnet_0_rw_224.sw_in1k,82.39,17.61,95.836,4.164,27.44,224,0.95,bicubic
tf_efficientnet_b2.ns_jft_in1k,82.378,17.622,96.254,3.746,9.11,260,0.89,bicubic
repvit_m1_5.dist_300e_in1k,82.376,17.624,96.03,3.97,14.64,224,0.95,bicubic
flexivit_small.600ep_in1k,82.362,17.638,96.084,3.916,22.06,240,0.95,bicubic
resnet51q.ra2_in1k,82.36,17.64,96.186,3.814,35.70,288,1.0,bilinear
efficientnetv2_rw_t.ra2_in1k,82.35,17.65,96.192,3.808,13.65,288,1.0,bicubic
mobilevitv2_200.cvnets_in22k_ft_in1k,82.332,17.668,95.942,4.058,18.45,256,0.888,bicubic
vit_relpos_medium_patch16_rpn_224.sw_in1k,82.31,17.69,95.972,4.028,38.73,224,0.9,bicubic
convit_base.fb_in1k,82.29,17.71,95.936,4.064,86.54,224,0.875,bicubic
efficientnet_b3.ra2_in1k,82.246,17.754,96.118,3.882,12.23,320,1.0,bicubic
vit_srelpos_medium_patch16_224.sw_in1k,82.24,17.76,95.942,4.058,38.74,224,0.9,bicubic
cs3darknet_x.c2ns_in1k,82.222,17.778,96.23,3.77,35.05,288,1.0,bicubic
poolformerv2_m36.sail_in1k,82.216,17.784,95.924,4.076,56.08,224,1.0,bicubic
vit_base_patch16_rpn_224.sw_in1k,82.202,17.798,95.996,4.004,86.54,224,0.9,bicubic
pvt_v2_b2_li.in1k,82.194,17.806,96.092,3.908,22.55,224,0.9,bicubic
flexivit_small.300ep_in1k,82.178,17.822,96.038,3.962,22.06,240,0.95,bicubic
efficientformerv2_s2.snap_dist_in1k,82.166,17.834,95.91,4.09,12.71,224,0.95,bicubic
focalnet_tiny_lrf.ms_in1k,82.154,17.846,95.948,4.052,28.65,224,0.9,bicubic
efficientvit_b2.r224_in1k,82.148,17.852,95.706,4.294,24.33,224,0.95,bicubic
focalnet_tiny_srf.ms_in1k,82.138,17.862,95.968,4.032,28.43,224,0.9,bicubic
poolformer_m36.sail_in1k,82.102,17.898,95.698,4.302,56.17,224,0.95,bicubic
pvt_v2_b2.in1k,82.084,17.916,95.956,4.044,25.36,224,0.9,bicubic
coatnet_rmlp_nano_rw_224.sw_in1k,82.05,17.95,95.878,4.122,15.15,224,0.9,bicubic
fbnetv3_g.ra2_in1k,82.04,17.96,96.06,3.94,16.62,288,0.95,bilinear
deit_base_patch16_224.fb_in1k,81.992,18.008,95.736,4.264,86.57,224,0.9,bicubic
xception41p.ra3_in1k,81.972,18.028,95.802,4.198,26.91,299,0.94,bicubic
tf_efficientnetv2_b3.in1k,81.972,18.028,95.784,4.216,14.36,300,0.904,bicubic
gcvit_xtiny.in1k,81.954,18.046,95.966,4.034,19.98,224,0.875,bicubic
coatnext_nano_rw_224.sw_in1k,81.942,18.058,95.916,4.084,14.70,224,0.9,bicubic
mobilevitv2_175.cvnets_in22k_ft_in1k,81.938,18.062,95.79,4.21,14.25,256,0.888,bicubic
vit_base_patch32_clip_224.openai_ft_in1k,81.93,18.07,95.966,4.034,88.22,224,0.9,bicubic
vit_small_r26_s32_224.augreg_in21k_ft_in1k,81.864,18.136,96.022,3.978,36.43,224,0.9,bicubic
fastvit_sa12.apple_dist_in1k,81.854,18.146,95.71,4.29,11.58,256,0.9,bicubic
tf_efficientnet_b3.ap_in1k,81.82,18.18,95.626,4.374,12.23,300,0.904,bicubic
vit_base_patch16_224.orig_in21k_ft_in1k,81.79,18.21,96.126,3.874,86.57,224,0.9,bicubic
cs3sedarknet_l.c2ns_in1k,81.784,18.216,95.964,4.036,21.91,288,0.95,bicubic
coatnet_nano_rw_224.sw_in1k,81.696,18.304,95.646,4.354,15.14,224,0.9,bicubic
tf_efficientnet_b3.aa_in1k,81.64,18.36,95.722,4.278,12.23,300,0.904,bicubic
rexnet_200.nav_in1k,81.636,18.364,95.666,4.334,16.37,224,0.875,bicubic
convnext_nano_ols.d1h_in1k,81.6,18.4,95.636,4.364,15.65,288,1.0,bicubic
poolformerv2_s36.sail_in1k,81.566,18.434,95.69,4.31,30.79,224,1.0,bicubic
edgenext_small.usi_in1k,81.564,18.436,95.712,4.288,5.59,320,1.0,bicubic
tf_efficientnet_lite4.in1k,81.53,18.47,95.664,4.336,13.01,380,0.92,bilinear
levit_256.fb_dist_in1k,81.524,18.476,95.494,4.506,18.89,224,0.9,bicubic
levit_conv_256.fb_dist_in1k,81.522,18.478,95.49,4.51,18.89,224,0.9,bicubic
repvit_m3.dist_in1k,81.502,18.498,95.568,4.432,10.68,224,0.95,bicubic
tiny_vit_11m_224.in1k,81.492,18.508,95.862,4.138,11.00,224,0.95,bicubic
mobilevitv2_150.cvnets_in22k_ft_in1k,81.488,18.512,95.668,4.332,10.59,256,0.888,bicubic
convnext_nano.d1h_in1k,81.482,18.518,95.658,4.342,15.59,288,1.0,bicubic
vit_relpos_small_patch16_224.sw_in1k,81.462,18.538,95.82,4.18,21.98,224,0.9,bicubic
gcresnet50t.ra2_in1k,81.456,18.544,95.718,4.282,25.90,288,1.0,bicubic
poolformer_s36.sail_in1k,81.43,18.57,95.444,4.556,30.86,224,0.9,bicubic
convit_small.fb_in1k,81.42,18.58,95.744,4.256,27.78,224,0.875,bicubic
tf_efficientnet_b1.ns_jft_in1k,81.388,18.612,95.738,4.262,7.79,240,0.882,bicubic
vit_small_patch16_224.augreg_in21k_ft_in1k,81.386,18.614,96.136,3.864,22.05,224,0.9,bicubic
deit3_small_patch16_224.fb_in1k,81.37,18.63,95.456,4.544,22.06,224,0.9,bicubic
gernet_l.idstcv_in1k,81.354,18.646,95.53,4.47,31.08,256,0.875,bilinear
repvit_m1_1.dist_450e_in1k,81.312,18.688,95.56,4.44,8.80,224,0.95,bicubic
efficientnet_el.ra_in1k,81.312,18.688,95.536,4.464,10.59,300,0.904,bicubic
gcresnext50ts.ch_in1k,81.23,18.77,95.542,4.458,15.67,288,1.0,bicubic
deit_small_distilled_patch16_224.fb_in1k,81.216,18.784,95.384,4.616,22.44,224,0.9,bicubic
sebotnet33ts_256.a1h_in1k,81.168,18.832,95.168,4.832,13.70,256,0.94,bicubic
resmlp_36_224.fb_distilled_in1k,81.148,18.852,95.478,4.522,44.69,224,0.875,bicubic
mobilevitv2_200.cvnets_in1k,81.134,18.866,95.362,4.638,18.45,256,0.888,bicubic
vit_small_patch16_384.augreg_in1k,81.116,18.884,95.574,4.426,22.20,384,1.0,bicubic
vit_base_patch16_384.augreg_in1k,81.102,18.898,95.328,4.672,86.86,384,1.0,bicubic
vit_srelpos_small_patch16_224.sw_in1k,81.092,18.908,95.57,4.43,21.97,224,0.9,bicubic
fastvit_s12.apple_dist_in1k,81.07,18.93,95.284,4.716,9.47,256,0.9,bicubic
haloregnetz_b.ra3_in1k,81.046,18.954,95.2,4.8,11.68,224,0.94,bicubic
sehalonet33ts.ra2_in1k,80.958,19.042,95.272,4.728,13.69,256,0.94,bicubic
cs3darknet_l.c2ns_in1k,80.896,19.104,95.662,4.338,21.16,288,0.95,bicubic
cs3darknet_focus_l.c2ns_in1k,80.876,19.124,95.682,4.318,21.15,288,0.95,bicubic
tiny_vit_5m_224.dist_in22k_ft_in1k,80.876,19.124,95.664,4.336,5.39,224,0.95,bicubic
tf_efficientnet_b3.in1k,80.874,19.126,95.3,4.7,12.23,300,0.904,bicubic
mobilevitv2_175.cvnets_in1k,80.86,19.14,95.256,4.744,14.25,256,0.888,bicubic
efficientnet_b3_pruned.in1k,80.852,19.148,95.244,4.756,9.86,300,0.904,bicubic
fastvit_sa12.apple_in1k,80.844,19.156,95.34,4.66,11.58,256,0.9,bicubic
repvit_m1_1.dist_300e_in1k,80.826,19.174,95.17,4.83,8.80,224,0.95,bicubic
seresnet33ts.ra2_in1k,80.784,19.216,95.362,4.638,19.78,288,1.0,bicubic
resmlp_24_224.fb_distilled_in1k,80.756,19.244,95.224,4.776,30.02,224,0.875,bicubic
poolformerv2_s24.sail_in1k,80.748,19.252,95.31,4.69,21.34,224,1.0,bicubic
gernet_m.idstcv_in1k,80.736,19.264,95.19,4.81,21.14,224,0.875,bilinear
regnetz_b16.ra3_in1k,80.728,19.272,95.518,4.482,9.72,288,1.0,bicubic
vit_base_patch32_224.augreg_in21k_ft_in1k,80.716,19.284,95.566,4.434,88.22,224,0.9,bicubic
eca_resnet33ts.ra2_in1k,80.672,19.328,95.364,4.636,19.68,288,1.0,bicubic
nf_resnet50.ra2_in1k,80.64,19.36,95.334,4.666,25.56,288,0.94,bicubic
eva02_tiny_patch14_336.mim_in22k_ft_in1k,80.63,19.37,95.526,4.474,5.76,336,1.0,bicubic
efficientnet_b2.ra_in1k,80.61,19.39,95.314,4.686,9.11,288,1.0,bicubic
gcresnet33ts.ra2_in1k,80.6,19.4,95.322,4.678,19.88,288,1.0,bicubic
darknet53.c2ns_in1k,80.532,19.468,95.432,4.568,41.61,288,1.0,bicubic
maxvit_rmlp_pico_rw_256.sw_in1k,80.514,19.486,95.214,4.786,7.52,256,0.95,bicubic
darknetaa53.c2ns_in1k,80.506,19.494,95.322,4.678,36.02,288,1.0,bilinear
efficientformer_l1.snap_dist_in1k,80.498,19.502,94.988,5.012,12.29,224,0.95,bicubic
vit_small_patch32_384.augreg_in21k_ft_in1k,80.486,19.514,95.6,4.4,22.92,384,1.0,bicubic
mixnet_xl.ra_in1k,80.482,19.518,94.936,5.064,11.90,224,0.875,bicubic
convnext_pico_ols.d1_in1k,80.462,19.538,95.252,4.748,9.06,288,1.0,bicubic
repvit_m2.dist_in1k,80.46,19.54,95.168,4.832,8.80,224,0.95,bicubic
edgenext_small_rw.sw_in1k,80.458,19.542,95.19,4.81,7.83,320,1.0,bicubic
repvit_m1_0.dist_450e_in1k,80.434,19.566,94.918,5.082,7.30,224,0.95,bicubic
convnext_pico.d1_in1k,80.416,19.584,95.048,4.952,9.05,288,0.95,bicubic
mobilevitv2_150.cvnets_in1k,80.37,19.63,95.074,4.926,10.59,256,0.888,bicubic
fastvit_t12.apple_dist_in1k,80.352,19.648,95.042,4.958,7.55,256,0.9,bicubic
ese_vovnet39b.ra_in1k,80.35,19.65,95.366,4.634,24.57,288,0.95,bicubic
rexnet_150.nav_in1k,80.324,19.676,95.176,4.824,9.73,224,0.875,bicubic
efficientvit_b1.r288_in1k,80.324,19.676,94.99,5.01,9.10,288,1.0,bicubic
tf_efficientnet_b2.ap_in1k,80.31,19.69,95.026,4.974,9.11,260,0.89,bicubic
efficientnet_el_pruned.in1k,80.298,19.702,95.222,4.778,10.59,300,0.904,bicubic
poolformer_s24.sail_in1k,80.294,19.706,95.074,4.926,21.39,224,0.9,bicubic
tf_efficientnet_el.in1k,80.248,19.752,95.12,4.88,10.59,300,0.904,bicubic
vit_base_patch16_224.sam_in1k,80.238,19.762,94.756,5.244,86.57,224,0.9,bicubic
tf_efficientnetv2_b2.in1k,80.196,19.804,95.042,4.958,10.10,260,0.89,bicubic
dpn107.mx_in1k,80.17,19.83,94.942,5.058,86.92,224,0.875,bicubic
inception_v4.tf_in1k,80.156,19.844,94.97,5.03,42.68,299,0.875,bicubic
repvit_m1_0.dist_300e_in1k,80.126,19.874,94.744,5.256,7.30,224,0.95,bicubic
tf_efficientnet_b2.aa_in1k,80.084,19.916,94.906,5.094,9.11,260,0.89,bicubic
cspdarknet53.ra_in1k,80.068,19.932,95.078,4.922,27.64,256,0.887,bilinear
dpn92.mx_in1k,80.038,19.962,94.86,5.14,37.67,224,0.875,bicubic
fastvit_s12.apple_in1k,79.942,20.058,94.794,5.206,9.47,256,0.9,bicubic
efficientnet_b2_pruned.in1k,79.92,20.08,94.852,5.148,8.31,260,0.89,bicubic
xception71.tf_in1k,79.874,20.126,94.928,5.072,42.34,299,0.903,bicubic
deit_small_patch16_224.fb_in1k,79.848,20.152,95.044,4.956,22.05,224,0.9,bicubic
levit_conv_192.fb_dist_in1k,79.838,20.162,94.784,5.216,10.95,224,0.9,bicubic
levit_192.fb_dist_in1k,79.838,20.162,94.778,5.222,10.95,224,0.9,bicubic
dpn131.mx_in1k,79.814,20.186,94.7,5.3,79.25,224,0.875,bicubic
tf_efficientnet_lite3.in1k,79.806,20.194,94.914,5.086,8.20,300,0.904,bilinear
resmlp_36_224.fb_in1k,79.772,20.228,94.884,5.116,44.69,224,0.875,bicubic
efficientvit_b1.r256_in1k,79.734,20.266,94.78,5.22,9.10,256,1.0,bicubic
gcvit_xxtiny.in1k,79.726,20.274,95.08,4.92,12.00,224,0.875,bicubic
resnet33ts.ra2_in1k,79.726,20.274,94.828,5.172,19.68,288,1.0,bicubic
efficientformerv2_s1.snap_dist_in1k,79.692,20.308,94.716,5.284,6.19,224,0.95,bicubic
fbnetv3_d.ra2_in1k,79.682,20.318,94.944,5.056,10.31,256,0.95,bilinear
mobilevitv2_125.cvnets_in1k,79.68,20.32,94.858,5.142,7.48,256,0.888,bicubic
dpn98.mx_in1k,79.67,20.33,94.654,5.346,61.57,224,0.875,bicubic
gmlp_s16_224.ra3_in1k,79.644,20.356,94.622,5.378,19.42,224,0.875,bicubic
tf_efficientnet_b2.in1k,79.608,20.392,94.714,5.286,9.11,260,0.89,bicubic
cspresnet50.ra_in1k,79.582,20.418,94.71,5.29,21.62,256,0.887,bilinear
xception65.tf_in1k,79.556,20.444,94.658,5.342,39.92,299,0.903,bicubic
rexnet_130.nav_in1k,79.506,20.494,94.678,5.322,7.56,224,0.875,bicubic
tf_efficientnetv2_b1.in1k,79.46,20.54,94.722,5.278,8.14,240,0.882,bicubic
mobileone_s4.apple_in1k,79.426,20.574,94.48,5.52,14.95,224,0.9,bilinear
resmlp_24_224.fb_in1k,79.374,20.626,94.546,5.454,30.02,224,0.875,bicubic
dpn68b.ra_in1k,79.36,20.64,94.436,5.564,12.61,288,1.0,bicubic
nf_regnet_b1.ra2_in1k,79.308,20.692,94.74,5.26,10.22,288,0.9,bicubic
tf_efficientnet_cc_b1_8e.in1k,79.302,20.698,94.374,5.626,39.72,240,0.882,bicubic
tf_efficientnet_b1.ap_in1k,79.276,20.724,94.312,5.688,7.79,240,0.882,bicubic
fastvit_t12.apple_in1k,79.264,20.736,94.562,5.438,7.55,256,0.9,bicubic
efficientvit_b1.r224_in1k,79.252,20.748,94.304,5.696,9.10,224,0.95,bicubic
efficientnet_em.ra2_in1k,79.244,20.756,94.794,5.206,6.90,240,0.882,bicubic
tiny_vit_5m_224.in1k,79.17,20.83,94.794,5.206,5.39,224,0.95,bicubic
vit_base_patch16_224.augreg_in1k,79.154,20.846,94.09,5.91,86.57,224,0.9,bicubic
fbnetv3_b.ra2_in1k,79.146,20.854,94.744,5.256,8.60,256,0.95,bilinear
repvit_m0_9.dist_450e_in1k,79.066,20.934,94.38,5.62,5.49,224,0.95,bicubic
mixnet_l.ft_in1k,78.966,21.034,94.182,5.818,7.33,224,0.875,bicubic
convnext_femto_ols.d1_in1k,78.924,21.076,94.526,5.474,5.23,288,0.95,bicubic
convnext_tiny.fb_in22k_ft_in1k,78.898,21.102,94.674,5.326,28.59,288,1.0,bicubic
vit_small_patch16_224.augreg_in1k,78.848,21.152,94.288,5.712,22.05,224,0.9,bicubic
tf_efficientnet_b1.aa_in1k,78.828,21.172,94.2,5.8,7.79,240,0.882,bicubic
efficientnet_b1.ft_in1k,78.8,21.2,94.342,5.658,7.79,256,1.0,bicubic
tf_mixnet_l.in1k,78.776,21.224,94.002,5.998,7.33,224,0.875,bicubic
vit_base_patch32_384.augreg_in1k,78.756,21.244,94.226,5.774,88.30,384,1.0,bicubic
convnext_femto.d1_in1k,78.716,21.284,94.43,5.57,5.22,288,0.95,bicubic
pvt_v2_b1.in1k,78.704,21.296,94.502,5.498,14.01,224,0.9,bicubic
tf_efficientnet_b0.ns_jft_in1k,78.668,21.332,94.372,5.628,5.29,224,0.875,bicubic
repvit_m0_9.dist_300e_in1k,78.658,21.342,94.116,5.884,5.49,224,0.95,bicubic
tf_efficientnet_b1.in1k,78.562,21.438,94.094,5.906,7.79,240,0.882,bicubic
repvit_m1.dist_in1k,78.538,21.462,94.07,5.93,5.49,224,0.95,bicubic
xception41.tf_in1k,78.504,21.496,94.276,5.724,26.97,299,0.903,bicubic
levit_conv_128.fb_dist_in1k,78.494,21.506,94.008,5.992,9.21,224,0.9,bicubic
levit_128.fb_dist_in1k,78.49,21.51,94.012,5.988,9.21,224,0.9,bicubic
vit_tiny_patch16_384.augreg_in21k_ft_in1k,78.424,21.576,94.542,5.458,5.79,384,1.0,bicubic
selecsls60b.in1k,78.412,21.588,94.168,5.832,32.77,224,0.875,bicubic
tf_efficientnetv2_b0.in1k,78.358,21.642,94.014,5.986,7.14,224,0.875,bicubic
efficientnet_b1_pruned.in1k,78.24,21.76,93.834,6.166,6.33,240,0.882,bicubic
tf_efficientnet_em.in1k,78.126,21.874,94.048,5.952,6.90,240,0.882,bicubic
hardcorenas_f.miil_green_in1k,78.096,21.904,93.802,6.198,8.20,224,0.875,bilinear
mobilevitv2_100.cvnets_in1k,78.08,21.92,94.17,5.83,4.90,256,0.888,bicubic
efficientnet_es.ra_in1k,78.058,21.942,93.926,6.074,5.44,224,0.875,bicubic
poolformerv2_s12.sail_in1k,78.002,21.998,93.864,6.136,11.89,224,1.0,bicubic
selecsls60.in1k,77.988,22.012,93.83,6.17,30.67,224,0.875,bicubic
resmlp_12_224.fb_distilled_in1k,77.954,22.046,93.56,6.44,15.35,224,0.875,bicubic
mobilenetv3_large_100.miil_in21k_ft_in1k,77.92,22.08,92.914,7.086,5.48,224,0.875,bilinear
tf_efficientnet_cc_b0_8e.in1k,77.904,22.096,93.662,6.338,24.01,224,0.875,bicubic
rexnet_100.nav_in1k,77.856,22.144,93.866,6.134,4.80,224,0.875,bicubic
ghostnetv2_160.in1k,77.832,22.168,93.94,6.06,12.39,224,0.875,bicubic
hardcorenas_e.miil_green_in1k,77.79,22.21,93.7,6.3,8.07,224,0.875,bilinear
ese_vovnet19b_dw.ra_in1k,77.744,22.256,93.784,6.216,6.54,288,0.95,bicubic
efficientnet_b0.ra_in1k,77.694,22.306,93.532,6.468,5.29,224,0.875,bicubic
tinynet_a.in1k,77.648,22.352,93.54,6.46,6.19,192,0.875,bicubic
cs3darknet_m.c2ns_in1k,77.634,22.366,94.016,5.984,9.31,288,0.95,bicubic
dpn68b.mx_in1k,77.518,22.482,93.852,6.148,12.61,224,0.875,bicubic
tf_efficientnet_lite2.in1k,77.462,22.538,93.752,6.248,6.09,260,0.89,bicubic
repghostnet_150.in1k,77.46,22.54,93.51,6.49,6.58,224,0.875,bicubic
hardcorenas_d.miil_green_in1k,77.434,22.566,93.49,6.51,7.50,224,0.875,bilinear
densenetblur121d.ra_in1k,77.322,22.678,93.788,6.212,8.00,288,0.95,bicubic
mobilenetv2_120d.ra_in1k,77.308,22.692,93.502,6.498,5.83,224,0.875,bicubic
tf_efficientnet_cc_b0_4e.in1k,77.302,22.698,93.336,6.664,13.31,224,0.875,bicubic
cs3darknet_focus_m.c2ns_in1k,77.284,22.716,93.966,6.034,9.30,288,0.95,bicubic
mixnet_m.ft_in1k,77.26,22.74,93.418,6.582,5.01,224,0.875,bicubic
poolformer_s12.sail_in1k,77.24,22.76,93.532,6.468,11.92,224,0.9,bicubic
convnext_atto_ols.a2_in1k,77.216,22.784,93.676,6.324,3.70,288,0.95,bicubic
fastvit_t8.apple_dist_in1k,77.176,22.824,93.298,6.702,4.03,256,0.9,bicubic
selecsls42b.in1k,77.17,22.83,93.392,6.608,32.46,224,0.875,bicubic
tf_efficientnet_b0.ap_in1k,77.09,22.91,93.262,6.738,5.29,224,0.875,bicubic
hardcorenas_c.miil_green_in1k,77.066,22.934,93.162,6.838,5.52,224,0.875,bilinear
efficientvit_m5.r224_in1k,77.058,22.942,93.184,6.816,12.47,224,0.875,bicubic
convnext_atto.d2_in1k,77.008,22.992,93.702,6.298,3.70,288,0.95,bicubic
tf_mixnet_m.in1k,76.954,23.046,93.154,6.846,5.01,224,0.875,bicubic
gernet_s.idstcv_in1k,76.91,23.09,93.144,6.856,8.17,224,0.875,bilinear
tf_efficientnet_b0.aa_in1k,76.844,23.156,93.218,6.782,5.29,224,0.875,bicubic
ghostnetv2_130.in1k,76.756,23.244,93.362,6.638,8.96,224,0.875,bicubic
resmlp_12_224.fb_in1k,76.648,23.352,93.178,6.822,15.35,224,0.875,bicubic
tf_efficientnet_lite1.in1k,76.644,23.356,93.224,6.776,5.42,240,0.882,bicubic
tf_efficientnet_es.in1k,76.598,23.402,93.202,6.798,5.44,224,0.875,bicubic
hardcorenas_b.miil_green_in1k,76.548,23.452,92.762,7.238,5.18,224,0.875,bilinear
tf_efficientnet_b0.in1k,76.53,23.47,93.008,6.992,5.29,224,0.875,bicubic
levit_128s.fb_dist_in1k,76.526,23.474,92.872,7.128,7.78,224,0.9,bicubic
levit_conv_128s.fb_dist_in1k,76.52,23.48,92.866,7.134,7.78,224,0.9,bicubic
mobilenetv2_140.ra_in1k,76.516,23.484,92.988,7.012,6.11,224,0.875,bicubic
densenet121.ra_in1k,76.5,23.5,93.368,6.632,7.98,288,0.95,bicubic
repghostnet_130.in1k,76.376,23.624,92.892,7.108,5.48,224,0.875,bicubic
dpn68.mx_in1k,76.346,23.654,93.008,6.992,12.61,224,0.875,bicubic
fastvit_t8.apple_in1k,76.174,23.826,93.052,6.948,4.03,256,0.9,bicubic
efficientformerv2_s0.snap_dist_in1k,76.114,23.886,92.858,7.142,3.60,224,0.95,bicubic
vit_small_patch32_224.augreg_in21k_ft_in1k,75.994,24.006,93.27,6.73,22.88,224,0.9,bicubic
mixnet_s.ft_in1k,75.994,24.006,92.8,7.2,4.13,224,0.875,bicubic
vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k,75.96,24.04,93.262,6.738,6.36,384,1.0,bicubic
hardcorenas_a.miil_green_in1k,75.938,24.062,92.508,7.492,5.26,224,0.875,bilinear
densenet169.tv_in1k,75.9,24.1,93.028,6.972,14.15,224,0.875,bicubic
mobileone_s1.apple_in1k,75.786,24.214,92.792,7.208,4.83,224,0.9,bilinear
mobilenetv3_large_100.ra_in1k,75.766,24.234,92.538,7.462,5.48,224,0.875,bicubic
edgenext_x_small.in1k,75.688,24.312,92.766,7.234,2.34,288,1.0,bicubic
tf_mixnet_s.in1k,75.652,24.348,92.64,7.36,4.13,224,0.875,bicubic
mobilenetv3_rw.rmsp_in1k,75.62,24.38,92.704,7.296,5.48,224,0.875,bicubic
mobilevitv2_075.cvnets_in1k,75.608,24.392,92.744,7.256,2.87,256,0.888,bicubic
tf_mobilenetv3_large_100.in1k,75.516,24.484,92.594,7.406,5.48,224,0.875,bilinear
efficientnet_lite0.ra_in1k,75.482,24.518,92.52,7.48,4.65,224,0.875,bicubic
vit_tiny_patch16_224.augreg_in21k_ft_in1k,75.462,24.538,92.844,7.156,5.72,224,0.9,bicubic
semnasnet_100.rmsp_in1k,75.45,24.55,92.598,7.402,3.89,224,0.875,bicubic
ghostnetv2_100.in1k,75.166,24.834,92.354,7.646,6.16,224,0.875,bicubic
fbnetc_100.rmsp_in1k,75.13,24.87,92.388,7.612,5.57,224,0.875,bilinear
repghostnet_111.in1k,75.056,24.944,92.192,7.808,4.54,224,0.875,bicubic
mobilenetv2_110d.ra_in1k,75.054,24.946,92.184,7.816,4.52,224,0.875,bicubic
efficientnet_es_pruned.in1k,75.006,24.994,92.444,7.556,5.44,224,0.875,bicubic
tinynet_b.in1k,74.978,25.022,92.186,7.814,3.73,188,0.875,bicubic
vit_base_patch32_224.augreg_in1k,74.894,25.106,91.778,8.222,88.22,224,0.9,bicubic
tf_efficientnet_lite0.in1k,74.832,25.168,92.17,7.83,4.65,224,0.875,bicubic
densenet121.tv_in1k,74.764,25.236,92.154,7.846,7.98,224,0.875,bicubic
mnasnet_100.rmsp_in1k,74.652,25.348,92.122,7.878,4.38,224,0.875,bicubic
