model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation
pvt_v2_b3.in1k,95.47,4.53,99.31,0.69,45.24,224,0.9,bicubic
maxvit_nano_rw_256.sw_in1k,95.47,4.53,99.12,0.88,15.45,256,0.95,bicubic
eca_nfnet_l0.ra2_in1k,95.46,4.54,99.39,0.61,24.14,288,1.0,bicubic
cs3edgenet_x.c2_in1k,95.46,4.54,99.28,0.72,47.82,288,1.0,bicubic
maxvit_rmlp_nano_rw_256.sw_in1k,95.44,4.56,99.06,0.94,15.50,256,0.95,bicubic
maxxvitv2_nano_rw_256.sw_in1k,95.43,4.57,99.19,0.81,23.70,256,0.95,bicubic
cs3sedarknet_x.c2ns_in1k,95.41,4.59,99.32,0.68,35.40,288,1.0,bicubic
mvitv2_tiny.fb_in1k,95.4,4.6,99.16,0.84,24.17,224,0.9,bicubic
mobilevitv2_200.cvnets_in22k_ft_in1k_384,95.39,4.61,99.28,0.72,18.45,384,1.0,bicubic
nfnet_l0.ra2_in1k,95.38,4.62,99.42,0.58,35.07,288,1.0,bicubic
regnetz_c16.ra3_in1k,95.38,4.62,99.35,0.65,13.46,320,1.0,bicubic
deit3_medium_patch16_224.fb_in1k,95.38,4.62,99.21,0.79,38.85,224,0.9,bicubic
convnext_nano.in12k_ft_in1k,95.35,4.65,99.45,0.55,15.59,288,1.0,bicubic
mobilevitv2_150.cvnets_in22k_ft_in1k_384,95.35,4.65,99.12,0.88,10.59,384,1.0,bicubic
maxxvit_rmlp_nano_rw_256.sw_in1k,95.34,4.66,99.31,0.69,16.78,256,0.95,bicubic
convformer_s18.sail_in1k,95.33,4.67,99.15,0.85,26.77,224,1.0,bicubic
vit_relpos_medium_patch16_cls_224.sw_in1k,95.3,4.7,99.1,0.9,38.76,224,0.9,bicubic
gc_efficientnetv2_rw_t.agc_in1k,95.29,4.71,99.22,0.78,13.68,288,1.0,bicubic
fastvit_sa24.apple_in1k,95.28,4.72,99.31,0.69,21.55,256,0.9,bicubic
cs3darknet_x.c2ns_in1k,95.28,4.72,99.29,0.71,35.05,288,1.0,bicubic
repvit_m1_5.dist_450e_in1k,95.28,4.72,99.23,0.77,14.64,224,0.95,bicubic
mobilevitv2_175.cvnets_in22k_ft_in1k_384,95.26,4.74,99.38,0.62,14.25,384,1.0,bicubic
flexivit_small.600ep_in1k,95.26,4.74,99.16,0.84,22.06,240,0.95,bicubic
vit_relpos_base_patch16_clsgap_224.sw_in1k,95.25,4.75,99.2,0.8,86.43,224,0.9,bicubic
convnext_tiny_hnf.a2h_in1k,95.25,4.75,98.98,1.02,28.59,288,1.0,bicubic
tiny_vit_11m_224.in1k,95.24,4.76,99.23,0.77,11.00,224,0.95,bicubic
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,95.23,4.77,99.24,0.76,88.22,224,0.9,bicubic
pvt_v2_b2_li.in1k,95.22,4.78,99.26,0.74,22.55,224,0.9,bicubic
efficientvit_b2.r256_in1k,95.22,4.78,99.13,0.87,24.33,256,1.0,bicubic
convnext_tiny.fb_in1k,95.21,4.79,99.31,0.69,28.59,288,1.0,bicubic
efficientformer_l3.snap_dist_in1k,95.21,4.79,99.31,0.69,31.41,224,0.95,bicubic
levit_384.fb_dist_in1k,95.21,4.79,99.16,0.84,39.13,224,0.9,bicubic
levit_conv_384.fb_dist_in1k,95.21,4.79,99.16,0.84,39.13,224,0.9,bicubic
resnet51q.ra2_in1k,95.2,4.8,99.28,0.72,35.70,288,1.0,bilinear
vit_base_patch16_224.orig_in21k_ft_in1k,95.2,4.8,99.23,0.77,86.57,224,0.9,bicubic
focalnet_tiny_lrf.ms_in1k,95.19,4.81,99.22,0.78,28.65,224,0.9,bicubic
vit_relpos_medium_patch16_224.sw_in1k,95.19,4.81,99.22,0.78,38.75,224,0.9,bicubic
flexivit_small.1200ep_in1k,95.19,4.81,99.18,0.82,22.06,240,0.95,bicubic
poolformerv2_m48.sail_in1k,95.18,4.82,99.16,0.84,73.35,224,1.0,bicubic
repvit_m1_5.dist_300e_in1k,95.15,4.85,99.27,0.73,14.64,224,0.95,bicubic
flexivit_small.300ep_in1k,95.15,4.85,99.15,0.85,22.06,240,0.95,bicubic
efficientnet_b3.ra2_in1k,95.14,4.86,99.21,0.79,12.23,320,1.0,bicubic
vit_relpos_base_patch16_224.sw_in1k,95.13,4.87,99.29,0.71,86.43,224,0.9,bicubic
resnet61q.ra2_in1k,95.13,4.87,99.08,0.92,36.85,288,1.0,bicubic
vit_small_r26_s32_224.augreg_in21k_ft_in1k,95.12,4.88,99.22,0.78,36.43,224,0.9,bicubic
fbnetv3_g.ra2_in1k,95.12,4.88,99.2,0.8,16.62,288,0.95,bilinear
tf_efficientnetv2_b3.in1k,95.12,4.88,99.2,0.8,14.36,300,0.904,bicubic
cs3sedarknet_l.c2ns_in1k,95.11,4.89,99.21,0.79,21.91,288,0.95,bicubic
efficientformerv2_s2.snap_dist_in1k,95.11,4.89,99.12,0.88,12.71,224,0.95,bicubic
convit_base.fb_in1k,95.1,4.9,99.15,0.85,86.54,224,0.875,bicubic
inception_next_tiny.sail_in1k,95.1,4.9,99.14,0.86,28.06,224,0.875,bicubic
poolformer_m48.sail_in1k,95.1,4.9,99.1,0.9,73.47,224,0.95,bicubic
coatnet_rmlp_nano_rw_224.sw_in1k,95.09,4.91,99.17,0.83,15.15,224,0.9,bicubic
davit_tiny.msft_in1k,95.08,4.92,99.14,0.86,28.36,224,0.95,bicubic
efficientnetv2_rw_t.ra2_in1k,95.06,4.94,99.22,0.78,13.65,288,1.0,bicubic
vit_relpos_medium_patch16_rpn_224.sw_in1k,95.06,4.94,99.2,0.8,38.73,224,0.9,bicubic
xception41p.ra3_in1k,95.05,4.95,99.16,0.84,26.91,299,0.94,bicubic
poolformerv2_m36.sail_in1k,95.05,4.95,99.15,0.85,56.08,224,1.0,bicubic
coatnet_nano_rw_224.sw_in1k,95.05,4.95,99.14,0.86,15.14,224,0.9,bicubic
mobilevitv2_200.cvnets_in22k_ft_in1k,95.05,4.95,99.08,0.92,18.45,256,0.888,bicubic
focalnet_tiny_srf.ms_in1k,95.04,4.96,99.28,0.72,28.43,224,0.9,bicubic
poolformer_m36.sail_in1k,95.03,4.97,99.1,0.9,56.17,224,0.95,bicubic
gcvit_xtiny.in1k,95.02,4.98,99.16,0.84,19.98,224,0.875,bicubic
deit_base_patch16_224.fb_in1k,95.02,4.98,98.97,1.03,86.57,224,0.9,bicubic
pvt_v2_b2.in1k,95.01,4.99,99.14,0.86,25.36,224,0.9,bicubic
coatnet_bn_0_rw_224.sw_in1k,94.98,5.02,99.23,0.77,27.44,224,0.95,bicubic
tf_efficientnet_b3.ap_in1k,94.97,5.03,99.11,0.89,12.23,300,0.904,bicubic
vit_srelpos_medium_patch16_224.sw_in1k,94.94,5.06,99.2,0.8,38.74,224,0.9,bicubic
gernet_l.idstcv_in1k,94.93,5.07,99.2,0.8,31.08,256,0.875,bilinear
convit_small.fb_in1k,94.92,5.08,99.1,0.9,27.78,224,0.875,bicubic
tf_efficientnet_b3.aa_in1k,94.91,5.09,99.11,0.89,12.23,300,0.904,bicubic
coatnet_0_rw_224.sw_in1k,94.9,5.1,99.02,0.98,27.44,224,0.95,bicubic
vit_small_patch16_224.augreg_in21k_ft_in1k,94.89,5.11,99.27,0.73,22.05,224,0.9,bicubic
convnext_nano.d1h_in1k,94.87,5.13,99.14,0.86,15.59,288,1.0,bicubic
tf_efficientnet_lite4.in1k,94.87,5.13,99.1,0.9,13.01,380,0.92,bilinear
tf_efficientnet_b1.ns_jft_in1k,94.86,5.14,99.25,0.75,7.79,240,0.882,bicubic
coatnext_nano_rw_224.sw_in1k,94.85,5.15,99.2,0.8,14.70,224,0.9,bicubic
efficientvit_b2.r224_in1k,94.85,5.15,98.97,1.03,24.33,224,0.95,bicubic
edgenext_small.usi_in1k,94.83,5.17,99.41,0.59,5.59,320,1.0,bicubic
vit_base_patch16_rpn_224.sw_in1k,94.82,5.18,99.09,0.91,86.54,224,0.9,bicubic
cs3darknet_focus_l.c2ns_in1k,94.79,5.21,99.16,0.84,21.15,288,0.95,bicubic
gcresnet50t.ra2_in1k,94.78,5.22,99.12,0.88,25.90,288,1.0,bicubic
mobilevitv2_175.cvnets_in22k_ft_in1k,94.78,5.22,99.09,0.91,14.25,256,0.888,bicubic
vit_base_patch32_clip_224.laion2b_ft_in1k,94.75,5.25,99.07,0.93,88.22,224,0.9,bicubic
repvit_m3.dist_in1k,94.72,5.28,99.06,0.94,10.68,224,0.95,bicubic
poolformerv2_s36.sail_in1k,94.7,5.3,99.23,0.77,30.79,224,1.0,bicubic
deit3_small_patch16_224.fb_in1k,94.69,5.31,98.76,1.24,22.06,224,0.9,bicubic
vit_relpos_small_patch16_224.sw_in1k,94.68,5.32,99.11,0.89,21.98,224,0.9,bicubic
fastvit_sa12.apple_dist_in1k,94.68,5.32,99.1,0.9,11.58,256,0.9,bicubic
mobilevitv2_150.cvnets_in22k_ft_in1k,94.68,5.32,98.92,1.08,10.59,256,0.888,bicubic
cs3darknet_l.c2ns_in1k,94.67,5.33,99.23,0.77,21.16,288,0.95,bicubic
efficientnet_el.ra_in1k,94.67,5.33,99.13,0.87,10.59,300,0.904,bicubic
regnetz_b16.ra3_in1k,94.67,5.33,99.13,0.87,9.72,288,1.0,bicubic
rexnet_200.nav_in1k,94.67,5.33,99.09,0.91,16.37,224,0.875,bicubic
tiny_vit_5m_224.dist_in22k_ft_in1k,94.63,5.37,99.14,0.86,5.39,224,0.95,bicubic
poolformer_s36.sail_in1k,94.62,5.38,99.05,0.95,30.86,224,0.9,bicubic
vit_small_patch16_384.augreg_in1k,94.61,5.39,99.14,0.86,22.20,384,1.0,bicubic
deit_small_distilled_patch16_224.fb_in1k,94.6,5.4,99.1,0.9,22.44,224,0.9,bicubic
efficientnet_b3_pruned.in1k,94.6,5.4,99.07,0.93,9.86,300,0.904,bicubic
vit_small_patch32_384.augreg_in21k_ft_in1k,94.59,5.41,99.14,0.86,22.92,384,1.0,bicubic
convnext_nano_ols.d1h_in1k,94.58,5.42,99.05,0.95,15.65,288,1.0,bicubic
resmlp_36_224.fb_distilled_in1k,94.56,5.44,99.16,0.84,44.69,224,0.875,bicubic
vit_srelpos_small_patch16_224.sw_in1k,94.55,5.45,99.15,0.85,21.97,224,0.9,bicubic
repvit_m1_1.dist_450e_in1k,94.55,5.45,99.09,0.91,8.80,224,0.95,bicubic
gernet_m.idstcv_in1k,94.54,5.46,98.92,1.08,21.14,224,0.875,bilinear
mobilevitv2_200.cvnets_in1k,94.52,5.48,98.97,1.03,18.45,256,0.888,bicubic
haloregnetz_b.ra3_in1k,94.52,5.48,98.96,1.04,11.68,224,0.94,bicubic
sehalonet33ts.ra2_in1k,94.51,5.49,98.76,1.24,13.69,256,0.94,bicubic
gcresnext50ts.ch_in1k,94.49,5.51,99.01,0.99,15.67,288,1.0,bicubic
ese_vovnet39b.ra_in1k,94.48,5.52,99.06,0.94,24.57,288,0.95,bicubic
poolformerv2_s24.sail_in1k,94.47,5.53,99.01,0.99,21.34,224,1.0,bicubic
eva02_tiny_patch14_336.mim_in22k_ft_in1k,94.45,5.55,99.1,0.9,5.76,336,1.0,bicubic
vit_base_patch32_clip_224.openai_ft_in1k,94.44,5.56,99.18,0.82,88.22,224,0.9,bicubic
vit_base_patch16_384.augreg_in1k,94.44,5.56,99.03,0.97,86.86,384,1.0,bicubic
fastvit_sa12.apple_in1k,94.43,5.57,99.03,0.97,11.58,256,0.9,bicubic
levit_256.fb_dist_in1k,94.4,5.6,99.06,0.94,18.89,224,0.9,bicubic
levit_conv_256.fb_dist_in1k,94.4,5.6,99.06,0.94,18.89,224,0.9,bicubic
vit_base_patch32_224.augreg_in21k_ft_in1k,94.4,5.6,99.06,0.94,88.22,224,0.9,bicubic
repvit_m2.dist_in1k,94.4,5.6,99.04,0.96,8.80,224,0.95,bicubic
poolformer_s24.sail_in1k,94.39,5.61,99.06,0.94,21.39,224,0.9,bicubic
nf_resnet50.ra2_in1k,94.38,5.62,99.07,0.93,25.56,288,0.94,bicubic
inception_v4.tf_in1k,94.38,5.62,98.82,1.18,42.68,299,0.875,bicubic
darknet53.c2ns_in1k,94.36,5.64,99.05,0.95,41.61,288,1.0,bicubic
efficientnet_b2.ra_in1k,94.36,5.64,99.05,0.95,9.11,288,1.0,bicubic
edgenext_small_rw.sw_in1k,94.36,5.64,99.04,0.96,7.83,320,1.0,bicubic
tf_efficientnet_el.in1k,94.35,5.65,99.1,0.9,10.59,300,0.904,bicubic
gcresnet33ts.ra2_in1k,94.35,5.65,98.96,1.04,19.88,288,1.0,bicubic
resmlp_24_224.fb_distilled_in1k,94.33,5.67,99.09,0.91,30.02,224,0.875,bicubic
sebotnet33ts_256.a1h_in1k,94.31,5.69,98.6,1.4,13.70,256,0.94,bicubic
tf_efficientnet_b3.in1k,94.29,5.71,99.1,0.9,12.23,300,0.904,bicubic
rexnet_150.nav_in1k,94.28,5.72,99.09,0.91,9.73,224,0.875,bicubic
fastvit_s12.apple_dist_in1k,94.28,5.72,98.98,1.02,9.47,256,0.9,bicubic
repvit_m1_0.dist_450e_in1k,94.27,5.73,99.04,0.96,7.30,224,0.95,bicubic
tf_efficientnet_b2.ap_in1k,94.27,5.73,98.95,1.05,9.11,260,0.89,bicubic
seresnet33ts.ra2_in1k,94.26,5.74,99.0,1.0,19.78,288,1.0,bicubic
eca_resnet33ts.ra2_in1k,94.25,5.75,99.03,0.97,19.68,288,1.0,bicubic
efficientvit_b1.r288_in1k,94.23,5.77,98.95,1.05,9.10,288,1.0,bicubic
mobilevitv2_175.cvnets_in1k,94.23,5.77,98.93,1.07,14.25,256,0.888,bicubic
mixnet_xl.ra_in1k,94.23,5.77,98.82,1.18,11.90,224,0.875,bicubic
tf_efficientnet_b2.aa_in1k,94.22,5.78,99.04,0.96,9.11,260,0.89,bicubic
maxvit_rmlp_pico_rw_256.sw_in1k,94.21,5.79,99.0,1.0,7.52,256,0.95,bicubic
darknetaa53.c2ns_in1k,94.21,5.79,98.95,1.05,36.02,288,1.0,bilinear
repvit_m1_1.dist_300e_in1k,94.18,5.82,99.08,0.92,8.80,224,0.95,bicubic
dpn92.mx_in1k,94.15,5.85,98.95,1.05,37.67,224,0.875,bicubic
cspdarknet53.ra_in1k,94.1,5.9,98.98,1.02,27.64,256,0.887,bilinear
fastvit_t12.apple_dist_in1k,94.1,5.9,98.95,1.05,7.55,256,0.9,bicubic
efficientnet_el_pruned.in1k,94.09,5.91,99.02,0.98,10.59,300,0.904,bicubic
tf_efficientnet_lite3.in1k,94.09,5.91,98.96,1.04,8.20,300,0.904,bilinear
tf_efficientnetv2_b2.in1k,94.06,5.94,98.93,1.07,10.10,260,0.89,bicubic
gcvit_xxtiny.in1k,94.05,5.95,99.08,0.92,12.00,224,0.875,bicubic
mobilevitv2_150.cvnets_in1k,94.05,5.95,98.9,1.1,10.59,256,0.888,bicubic
convnext_pico.d1_in1k,94.03,5.97,99.01,0.99,9.05,288,0.95,bicubic
convnext_pico_ols.d1_in1k,94.01,5.99,98.93,1.07,9.06,288,1.0,bicubic
dpn107.mx_in1k,94.01,5.99,98.82,1.18,86.92,224,0.875,bicubic
deit_small_patch16_224.fb_in1k,93.99,6.01,98.96,1.04,22.05,224,0.9,bicubic
efficientformer_l1.snap_dist_in1k,93.94,6.06,99.03,0.97,12.29,224,0.95,bicubic
dpn98.mx_in1k,93.93,6.07,98.91,1.09,61.57,224,0.875,bicubic
resnet33ts.ra2_in1k,93.93,6.07,98.88,1.12,19.68,288,1.0,bicubic
xception71.tf_in1k,93.92,6.08,98.95,1.05,42.34,299,0.903,bicubic
vit_base_patch16_224.sam_in1k,93.89,6.11,98.89,1.11,86.57,224,0.9,bicubic
nf_regnet_b1.ra2_in1k,93.89,6.11,98.74,1.26,10.22,288,0.9,bicubic
fbnetv3_d.ra2_in1k,93.87,6.13,98.89,1.11,10.31,256,0.95,bilinear
cspresnet50.ra_in1k,93.87,6.13,98.87,1.13,21.62,256,0.887,bilinear
efficientformerv2_s1.snap_dist_in1k,93.84,6.16,98.89,1.11,6.19,224,0.95,bicubic
efficientnet_b2_pruned.in1k,93.8,6.2,98.91,1.09,8.31,260,0.89,bicubic
tiny_vit_5m_224.in1k,93.79,6.21,98.94,1.06,5.39,224,0.95,bicubic
dpn68b.ra_in1k,93.79,6.21,98.54,1.46,12.61,288,1.0,bicubic
dpn131.mx_in1k,93.78,6.22,98.85,1.15,79.25,224,0.875,bicubic
repvit_m1_0.dist_300e_in1k,93.76,6.24,98.92,1.08,7.30,224,0.95,bicubic
tf_efficientnet_b0.ns_jft_in1k,93.75,6.25,98.97,1.03,5.29,224,0.875,bicubic
xception65.tf_in1k,93.75,6.25,98.87,1.13,39.92,299,0.903,bicubic
efficientnet_em.ra2_in1k,93.73,6.27,98.93,1.07,6.90,240,0.882,bicubic
tf_efficientnet_b1.aa_in1k,93.72,6.28,98.8,1.2,7.79,240,0.882,bicubic
tf_efficientnet_b2.in1k,93.71,6.29,98.93,1.07,9.11,260,0.89,bicubic
tf_efficientnetv2_b1.in1k,93.71,6.29,98.82,1.18,8.14,240,0.882,bicubic
efficientvit_b1.r256_in1k,93.71,6.29,98.81,1.19,9.10,256,1.0,bicubic
levit_192.fb_dist_in1k,93.71,6.29,98.79,1.21,10.95,224,0.9,bicubic
levit_conv_192.fb_dist_in1k,93.71,6.29,98.79,1.21,10.95,224,0.9,bicubic
fastvit_s12.apple_in1k,93.7,6.3,98.72,1.28,9.47,256,0.9,bicubic
rexnet_130.nav_in1k,93.68,6.32,98.7,1.3,7.56,224,0.875,bicubic
resmlp_36_224.fb_in1k,93.65,6.35,98.95,1.05,44.69,224,0.875,bicubic
mobileone_s4.apple_in1k,93.65,6.35,98.65,1.35,14.95,224,0.9,bilinear
fbnetv3_b.ra2_in1k,93.63,6.37,98.91,1.09,8.60,256,0.95,bilinear
tf_efficientnet_b1.ap_in1k,93.63,6.37,98.8,1.2,7.79,240,0.882,bicubic
tf_efficientnet_cc_b1_8e.in1k,93.58,6.42,98.69,1.31,39.72,240,0.882,bicubic
convnext_tiny.fb_in22k_ft_in1k,93.53,6.47,98.57,1.43,28.59,288,1.0,bicubic
selecsls60b.in1k,93.5,6.5,98.84,1.16,32.77,224,0.875,bicubic
gmlp_s16_224.ra3_in1k,93.5,6.5,98.78,1.22,19.42,224,0.875,bicubic
pvt_v2_b1.in1k,93.49,6.51,98.86,1.14,14.01,224,0.9,bicubic
fastvit_t12.apple_in1k,93.49,6.51,98.71,1.29,7.55,256,0.9,bicubic
mobilevitv2_125.cvnets_in1k,93.48,6.52,98.84,1.16,7.48,256,0.888,bicubic
xception41.tf_in1k,93.48,6.52,98.75,1.25,26.97,299,0.903,bicubic
repvit_m0_9.dist_300e_in1k,93.46,6.54,98.82,1.18,5.49,224,0.95,bicubic
vit_small_patch16_224.augreg_in1k,93.45,6.55,98.78,1.22,22.05,224,0.9,bicubic
repvit_m0_9.dist_450e_in1k,93.44,6.56,98.91,1.09,5.49,224,0.95,bicubic
convnext_femto.d1_in1k,93.44,6.56,98.82,1.18,5.22,288,0.95,bicubic
vit_tiny_patch16_384.augreg_in21k_ft_in1k,93.42,6.58,98.83,1.17,5.79,384,1.0,bicubic
resmlp_24_224.fb_in1k,93.42,6.58,98.81,1.19,30.02,224,0.875,bicubic
convnext_femto_ols.d1_in1k,93.39,6.61,98.91,1.09,5.23,288,0.95,bicubic
repvit_m1.dist_in1k,93.38,6.62,98.65,1.35,5.49,224,0.95,bicubic
vit_base_patch16_224.augreg_in1k,93.35,6.65,98.66,1.34,86.57,224,0.9,bicubic
efficientvit_b1.r224_in1k,93.33,6.67,98.57,1.43,9.10,224,0.95,bicubic
cs3darknet_m.c2ns_in1k,93.28,6.72,98.72,1.28,9.31,288,0.95,bicubic
mixnet_l.ft_in1k,93.24,6.76,98.7,1.3,7.33,224,0.875,bicubic
tf_efficientnet_em.in1k,93.19,6.81,98.66,1.34,6.90,240,0.882,bicubic
vit_base_patch32_384.augreg_in1k,93.16,6.84,98.61,1.39,88.30,384,1.0,bicubic
mobilevitv2_100.cvnets_in1k,93.14,6.86,98.76,1.24,4.90,256,0.888,bicubic
cs3darknet_focus_m.c2ns_in1k,93.1,6.9,98.75,1.25,9.30,288,0.95,bicubic
ghostnetv2_160.in1k,93.09,6.91,98.74,1.26,12.39,224,0.875,bicubic
tf_efficientnetv2_b0.in1k,93.06,6.94,98.7,1.3,7.14,224,0.875,bicubic
levit_128.fb_dist_in1k,93.03,6.97,98.71,1.29,9.21,224,0.9,bicubic
levit_conv_128.fb_dist_in1k,93.03,6.97,98.7,1.3,9.21,224,0.9,bicubic
densenetblur121d.ra_in1k,93.03,6.97,98.6,1.4,8.00,288,0.95,bicubic
tf_mixnet_l.in1k,93.03,6.97,98.53,1.47,7.33,224,0.875,bicubic
efficientnet_b1.ft_in1k,93.02,6.98,98.71,1.29,7.79,256,1.0,bicubic
selecsls60.in1k,93.01,6.99,98.82,1.18,30.67,224,0.875,bicubic
convnext_atto_ols.a2_in1k,92.98,7.02,98.67,1.33,3.70,288,0.95,bicubic
hardcorenas_f.miil_green_in1k,92.98,7.02,98.62,1.38,8.20,224,0.875,bilinear
efficientnet_b1_pruned.in1k,92.98,7.02,98.54,1.46,6.33,240,0.882,bicubic
hardcorenas_e.miil_green_in1k,92.94,7.06,98.58,1.42,8.07,224,0.875,bilinear
tf_efficientnet_b1.in1k,92.93,7.07,98.66,1.34,7.79,240,0.882,bicubic
efficientnet_es.ra_in1k,92.91,7.09,98.69,1.31,5.44,224,0.875,bicubic
poolformerv2_s12.sail_in1k,92.89,7.11,98.53,1.47,11.89,224,1.0,bicubic
resmlp_12_224.fb_distilled_in1k,92.87,7.13,98.62,1.38,15.35,224,0.875,bicubic
tf_efficientnet_cc_b0_8e.in1k,92.87,7.13,98.46,1.54,24.01,224,0.875,bicubic
rexnet_100.nav_in1k,92.83,7.17,98.6,1.4,4.80,224,0.875,bicubic
tf_efficientnet_cc_b0_4e.in1k,92.82,7.18,98.44,1.56,13.31,224,0.875,bicubic
tinynet_a.in1k,92.81,7.19,98.56,1.44,6.19,192,0.875,bicubic
dpn68b.mx_in1k,92.78,7.22,98.52,1.48,12.61,224,0.875,bicubic
convnext_atto.d2_in1k,92.77,7.23,98.62,1.38,3.70,288,0.95,bicubic
ese_vovnet19b_dw.ra_in1k,92.76,7.24,98.65,1.35,6.54,288,0.95,bicubic
densenet121.ra_in1k,92.7,7.3,98.6,1.4,7.98,288,0.95,bicubic
tf_efficientnet_b0.ap_in1k,92.62,7.38,98.37,1.63,5.29,224,0.875,bicubic
mobilenetv2_120d.ra_in1k,92.61,7.39,98.51,1.49,5.83,224,0.875,bicubic
hardcorenas_d.miil_green_in1k,92.61,7.39,98.43,1.57,7.50,224,0.875,bilinear
tf_efficientnet_lite2.in1k,92.59,7.41,98.54,1.46,6.09,260,0.89,bicubic
fastvit_t8.apple_dist_in1k,92.59,7.41,98.43,1.57,4.03,256,0.9,bicubic
poolformer_s12.sail_in1k,92.5,7.5,98.39,1.61,11.92,224,0.9,bicubic
efficientnet_b0.ra_in1k,92.48,7.52,98.68,1.32,5.29,224,0.875,bicubic
selecsls42b.in1k,92.48,7.52,98.43,1.57,32.46,224,0.875,bicubic
gernet_s.idstcv_in1k,92.44,7.56,98.5,1.5,8.17,224,0.875,bilinear
tf_efficientnet_b0.aa_in1k,92.4,7.6,98.47,1.53,5.29,224,0.875,bicubic
repghostnet_150.in1k,92.38,7.62,98.53,1.47,6.58,224,0.875,bicubic
hardcorenas_c.miil_green_in1k,92.35,7.65,98.34,1.66,5.52,224,0.875,bilinear
dpn68.mx_in1k,92.3,7.7,98.61,1.39,12.61,224,0.875,bicubic
densenet169.tv_in1k,92.3,7.7,98.59,1.41,14.15,224,0.875,bicubic
tf_efficientnet_lite1.in1k,92.29,7.71,98.5,1.5,5.42,240,0.882,bicubic
tf_efficientnet_b0.in1k,92.28,7.72,98.55,1.45,5.29,224,0.875,bicubic
mixnet_m.ft_in1k,92.27,7.73,98.36,1.64,5.01,224,0.875,bicubic
mobilenetv3_large_100.miil_in21k_ft_in1k,92.26,7.74,98.24,1.76,5.48,224,0.875,bilinear
ghostnetv2_130.in1k,92.24,7.76,98.38,1.62,8.96,224,0.875,bicubic
tf_mixnet_m.in1k,92.21,7.79,98.42,1.58,5.01,224,0.875,bicubic
efficientvit_m5.r224_in1k,92.15,7.85,98.52,1.48,12.47,224,0.875,bicubic
vit_small_patch32_224.augreg_in21k_ft_in1k,92.14,7.86,98.52,1.48,22.88,224,0.9,bicubic
resmlp_12_224.fb_in1k,92.12,7.88,98.57,1.43,15.35,224,0.875,bicubic
tf_efficientnet_es.in1k,92.11,7.89,98.43,1.57,5.44,224,0.875,bicubic
mobilenetv2_140.ra_in1k,92.05,7.95,98.25,1.75,6.11,224,0.875,bicubic
mobilevitv2_075.cvnets_in1k,91.97,8.03,98.3,1.7,2.87,256,0.888,bicubic
repghostnet_130.in1k,91.94,8.06,98.39,1.61,5.48,224,0.875,bicubic
fastvit_t8.apple_in1k,91.93,8.07,98.38,1.62,4.03,256,0.9,bicubic
hardcorenas_b.miil_green_in1k,91.92,8.08,98.41,1.59,5.18,224,0.875,bilinear
vit_tiny_patch16_224.augreg_in21k_ft_in1k,91.92,8.08,98.34,1.66,5.72,224,0.9,bicubic
efficientformerv2_s0.snap_dist_in1k,91.86,8.14,98.37,1.63,3.60,224,0.95,bicubic
mobileone_s1.apple_in1k,91.79,8.21,98.46,1.54,4.83,224,0.9,bilinear
mixnet_s.ft_in1k,91.78,8.22,98.3,1.7,4.13,224,0.875,bicubic
vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k,91.73,8.27,98.43,1.57,6.36,384,1.0,bicubic
efficientnet_es_pruned.in1k,91.7,8.3,98.41,1.59,5.44,224,0.875,bicubic
tf_mixnet_s.in1k,91.68,8.32,98.24,1.76,4.13,224,0.875,bicubic
semnasnet_100.rmsp_in1k,91.67,8.33,98.29,1.71,3.89,224,0.875,bicubic
ghostnetv2_100.in1k,91.63,8.37,98.29,1.71,6.16,224,0.875,bicubic
hardcorenas_a.miil_green_in1k,91.62,8.38,98.17,1.83,5.26,224,0.875,bilinear
edgenext_x_small.in1k,91.58,8.42,98.19,1.81,2.34,288,1.0,bicubic
mobilenetv3_rw.rmsp_in1k,91.55,8.45,98.28,1.72,5.48,224,0.875,bicubic
levit_128s.fb_dist_in1k,91.51,8.49,98.4,1.6,7.78,224,0.9,bicubic
levit_conv_128s.fb_dist_in1k,91.5,8.5,98.4,1.6,7.78,224,0.9,bicubic
mobilenetv3_large_100.ra_in1k,91.47,8.53,98.32,1.68,5.48,224,0.875,bicubic
tf_mobilenetv3_large_100.in1k,91.42,8.58,98.26,1.74,5.48,224,0.875,bilinear
densenet121.tv_in1k,91.4,8.6,98.25,1.75,7.98,224,0.875,bicubic
mobilenetv2_110d.ra_in1k,91.33,8.67,98.19,1.81,4.52,224,0.875,bicubic
tf_efficientnet_lite0.in1k,91.28,8.72,98.08,1.92,4.65,224,0.875,bicubic
fbnetc_100.rmsp_in1k,91.28,8.72,97.84,2.16,5.57,224,0.875,bilinear
efficientnet_lite0.ra_in1k,91.25,8.75,98.24,1.76,4.65,224,0.875,bicubic
mnasnet_100.rmsp_in1k,91.21,8.79,98.05,1.95,4.38,224,0.875,bicubic
tinynet_b.in1k,91.11,8.89,98.06,1.94,3.73,188,0.875,bicubic
repghostnet_111.in1k,91.1,8.9,98.05,1.95,4.54,224,0.875,bicubic
deit_tiny_distilled_patch16_224.fb_in1k,91.08,8.92,98.27,1.73,5.91,224,0.9,bicubic
