model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation,top1_diff,top5_diff,rank_diff
efficientvit_b3.r256_in1k,50.477,49.523,64.18,35.82,48.65,256,1.0,bicubic,-45.353,-35.04,56
fastvit_sa36.apple_dist_in1k,50.427,49.573,65.803,34.197,31.53,256,0.9,bicubic,-45.533,-33.577,27
flexivit_base.600ep_in1k,50.353,49.647,64.627,35.373,86.59,240,0.95,bicubic,-45.607,-34.793,23
efficientvit_b3.r288_in1k,50.34,49.66,64.063,35.937,48.65,288,1.0,bicubic,-45.8,-35.297,-19
inception_next_small.sail_in1k,50.273,49.727,65.097,34.903,49.37,224,0.875,bicubic,-45.407,-34.153,84
mvitv2_small.fb_in1k,50.26,49.74,64.893,35.107,34.87,224,0.9,bicubic,-45.63,-34.467,35
cait_s24_224.fb_dist_in1k,50.25,49.75,65.02,34.98,46.92,224,1.0,bicubic,-45.41,-34.37,83
vit_small_patch16_384.augreg_in21k_ft_in1k,50.173,49.827,65.79,34.21,22.20,384,1.0,bicubic,-45.807,-33.54,7
pvt_v2_b5.in1k,50.147,49.853,65.027,34.973,81.96,224,0.9,bicubic,-45.793,-34.363,17
deit3_medium_patch16_224.fb_in1k,50.14,49.86,64.71,35.29,38.85,224,0.9,bicubic,-45.24,-34.64,133
deit_base_distilled_patch16_224.fb_in1k,50.077,49.923,66.23,33.77,87.34,224,0.9,bicubic,-45.673,-33.2,55
tf_efficientnet_b3.ap_in1k,50.047,49.953,65.21,34.79,12.23,300,0.904,bicubic,-44.923,-33.9,228
pvt_v2_b4.in1k,50.023,49.977,65.127,34.873,62.56,224,0.9,bicubic,-45.897,-34.093,16
flexivit_base.300ep_in1k,50.003,49.997,64.103,35.897,86.59,240,0.95,bicubic,-45.947,-35.367,11
efficientformer_l7.snap_dist_in1k,49.837,50.163,66.033,33.967,82.23,224,0.95,bicubic,-45.763,-33.357,79
xception65.ra3_in1k,49.78,50.22,63.523,36.477,39.92,299,0.94,bicubic,-45.91,-35.797,63
pvt_v2_b3.in1k,49.613,50.387,64.793,35.207,45.24,224,0.9,bicubic,-45.857,-34.517,101
cait_xs24_384.fb_dist_in1k,49.537,50.463,64.9,35.1,26.67,384,1.0,bicubic,-46.463,-34.53,-13
maxvit_rmlp_tiny_rw_256.sw_in1k,49.53,50.47,63.823,36.177,29.15,256,0.95,bicubic,-46.51,-35.717,-23
tf_efficientnet_b5.ra_in1k,49.523,50.477,65.653,34.347,30.39,456,0.934,bicubic,-46.447,-33.777,-10
fastvit_ma36.apple_in1k,49.5,50.5,63.62,36.38,44.07,256,0.95,bicubic,-46.47,-35.84,-9
efficientformerv2_l.snap_dist_in1k,49.457,50.543,64.92,35.08,26.32,224,0.95,bicubic,-46.303,-34.45,33
dm_nfnet_f2.dm_in1k,49.35,50.65,63.95,36.05,193.78,352,0.92,bicubic,-47.17,-35.64,-132
vit_base_patch32_224.augreg_in21k_ft_in1k,49.267,50.733,64.34,35.66,88.22,224,0.9,bicubic,-45.133,-34.7,324
tiny_vit_21m_224.in1k,49.267,50.733,64.303,35.697,21.20,224,0.95,bicubic,-46.383,-34.947,53
gcvit_base.in1k,49.153,50.847,63.95,36.05,90.32,224,0.875,bicubic,-46.927,-35.3,-49
maxxvit_rmlp_small_rw_256.sw_in1k,49.15,50.85,63.343,36.657,66.01,256,0.95,bicubic,-47.06,-35.937,-77
convnext_small.fb_in1k,49.067,50.933,64.83,35.17,50.22,288,1.0,bicubic,-46.903,-34.53,-27
efficientvit_b3.r224_in1k,48.877,51.123,62.947,37.053,48.65,224,0.95,bicubic,-46.663,-36.373,63
maxvit_tiny_tf_224.in1k,48.807,51.193,62.933,37.067,30.92,224,0.95,bicubic,-47.003,-36.327,4
convformer_s18.sail_in1k,48.787,51.213,62.93,37.07,26.77,224,1.0,bicubic,-46.543,-36.37,99
caformer_s18.sail_in1k,48.753,51.247,62.87,37.13,26.34,224,1.0,bicubic,-46.927,-36.42,30
deit3_small_patch16_384.fb_in1k,48.667,51.333,62.8,37.2,22.21,384,1.0,bicubic,-46.933,-36.64,43
regnetz_d32.ra3_in1k,48.583,51.417,65.167,34.833,27.58,320,0.95,bicubic,-47.287,-34.263,-15
efficientnetv2_rw_s.ra2_in1k,48.577,51.423,63.837,36.163,23.94,384,1.0,bicubic,-47.133,-35.503,17
efficientnet_b3.ra2_in1k,48.567,51.433,64.25,35.75,12.23,320,1.0,bicubic,-46.573,-35.05,138
edgenext_base.usi_in1k,48.457,51.543,64.317,35.683,18.51,320,1.0,bicubic,-47.333,-34.983,-4
focalnet_base_lrf.ms_in1k,48.44,51.56,63.12,36.88,88.75,224,0.9,bicubic,-47.39,-36.08,-11
focalnet_base_srf.ms_in1k,48.423,51.577,63.103,36.897,88.15,224,0.9,bicubic,-47.477,-36.207,-29
vit_small_r26_s32_224.augreg_in21k_ft_in1k,48.377,51.623,63.8,36.2,36.43,224,0.9,bicubic,-46.743,-35.4,139
fastvit_sa36.apple_in1k,48.32,51.68,62.793,37.207,31.53,256,0.9,bicubic,-47.29,-36.527,30
convit_base.fb_in1k,48.21,51.79,63.0,37.0,86.54,224,0.875,bicubic,-46.89,-36.15,139
tf_efficientnetv2_b3.in21k_ft_in1k,48.03,51.97,64.747,35.253,14.36,300,0.9,bicubic,-47.57,-34.533,24
gcvit_small.in1k,48.03,51.97,62.713,37.287,51.09,224,0.875,bicubic,-47.88,-36.567,-42
focalnet_small_lrf.ms_in1k,48.027,51.973,63.13,36.87,50.34,224,0.9,bicubic,-47.713,-36.03,-7
regnetz_d8.ra3_in1k,48.01,51.99,64.423,35.577,23.37,320,1.0,bicubic,-48.0,-35.097,-68
fastvit_sa24.apple_dist_in1k,47.96,52.04,62.797,37.203,21.55,256,0.9,bicubic,-47.59,-36.513,29
repvit_m1_5.dist_450e_in1k,47.95,52.05,63.643,36.357,14.64,224,0.95,bicubic,-47.33,-35.587,83
vit_relpos_base_patch16_224.sw_in1k,47.923,52.077,62.84,37.16,86.43,224,0.9,bicubic,-47.207,-36.24,117
vit_relpos_base_patch16_clsgap_224.sw_in1k,47.76,52.24,62.41,37.59,86.43,224,0.9,bicubic,-47.49,-36.8,82
tf_efficientnet_b5.aa_in1k,47.737,52.263,63.91,36.09,30.39,456,0.934,bicubic,-48.143,-35.44,-49
repvit_m1_5.dist_300e_in1k,47.697,52.303,63.763,36.237,14.64,224,0.95,bicubic,-47.453,-35.387,105
mvitv2_tiny.fb_in1k,47.667,52.333,62.83,37.17,24.17,224,0.9,bicubic,-47.733,-36.47,51
vit_relpos_medium_patch16_cls_224.sw_in1k,47.653,52.347,61.783,38.217,38.76,224,0.9,bicubic,-47.647,-37.317,67
regnetz_d8_evos.ch_in1k,47.623,52.377,63.807,36.193,23.46,320,1.0,bicubic,-48.517,-35.673,-117
focalnet_small_srf.ms_in1k,47.547,52.453,62.51,37.49,49.89,224,0.9,bicubic,-48.083,-36.93,-2
dm_nfnet_f1.dm_in1k,47.457,52.543,62.083,37.917,132.63,320,0.91,bicubic,-48.843,-37.417,-150
efficientnet_b3_pruned.in1k,47.447,52.553,62.803,37.197,9.86,300,0.904,bicubic,-47.153,-36.287,217
davit_tiny.msft_in1k,47.41,52.59,63.36,36.64,28.36,224,0.95,bicubic,-47.67,-35.9,114
poolformerv2_m48.sail_in1k,47.38,52.62,63.96,36.04,73.35,224,1.0,bicubic,-47.8,-35.16,87
coatnet_rmlp_1_rw_224.sw_in1k,47.37,52.63,61.437,38.563,41.69,224,0.95,bicubic,-48.12,-37.923,17
vit_base_patch16_224.orig_in21k_ft_in1k,47.347,52.653,61.617,38.383,86.57,224,0.9,bicubic,-47.853,-37.613,80
efficientformer_l3.snap_dist_in1k,47.247,52.753,63.42,36.58,31.41,224,0.95,bicubic,-47.963,-35.89,72
tf_efficientnet_b6.aa_in1k,47.207,52.793,63.11,36.89,43.04,528,0.942,bicubic,-49.093,-36.42,-160
efficientvit_b2.r256_in1k,47.207,52.793,61.67,38.33,24.33,256,1.0,bicubic,-48.013,-37.59,67
repvit_m3.dist_in1k,47.153,52.847,63.347,36.653,10.68,224,0.95,bicubic,-47.567,-35.483,173
efficientvit_b2.r288_in1k,47.11,52.89,61.56,38.44,24.33,288,1.0,bicubic,-48.47,-37.71,-12
tf_efficientnet_b4.aa_in1k,47.083,52.917,62.86,37.14,19.34,380,0.922,bicubic,-48.507,-36.47,-16
vit_base_patch16_rpn_224.sw_in1k,47.063,52.937,62.397,37.603,86.54,224,0.9,bicubic,-47.757,-36.693,150
inception_next_tiny.sail_in1k,46.983,53.017,62.893,37.107,28.06,224,0.875,bicubic,-48.117,-36.247,86
xception65p.ra3_in1k,46.923,53.077,61.087,38.913,39.82,299,0.94,bicubic,-48.737,-38.183,-39
maxvit_tiny_rw_224.sw_in1k,46.907,53.093,60.897,39.103,29.06,224,0.95,bicubic,-48.833,-38.543,-58
pvt_v2_b2_li.in1k,46.813,53.187,62.49,37.51,22.55,224,0.9,bicubic,-48.407,-36.64,44
fastvit_sa24.apple_in1k,46.653,53.347,61.71,38.29,21.55,256,0.9,bicubic,-48.627,-37.58,27
convnext_tiny.fb_in1k,46.587,53.413,63.187,36.813,28.59,288,1.0,bicubic,-48.623,-36.123,40
efficientformerv2_s2.snap_dist_in1k,46.537,53.463,61.717,38.283,12.71,224,0.95,bicubic,-48.573,-37.403,66
coatnet_1_rw_224.sw_in1k,46.393,53.607,60.063,39.937,41.72,224,0.95,bicubic,-49.227,-39.157,-52
gcvit_tiny.in1k,46.367,53.633,61.63,38.37,28.22,224,0.875,bicubic,-49.293,-37.7,-61
fbnetv3_g.ra2_in1k,46.34,53.66,62.387,37.613,16.62,288,0.95,bilinear,-48.78,-36.813,54
deit_small_distilled_patch16_224.fb_in1k,46.173,53.827,62.423,37.577,22.44,224,0.9,bicubic,-48.427,-36.647,160
gernet_m.idstcv_in1k,46.163,53.837,62.687,37.313,21.14,224,0.875,bilinear,-48.377,-36.233,174
repvit_m1_1.dist_450e_in1k,46.13,53.87,63.287,36.713,8.80,224,0.95,bicubic,-48.42,-35.863,172
poolformerv2_m36.sail_in1k,46.05,53.95,62.247,37.753,56.08,224,1.0,bicubic,-49.0,-36.833,61
tf_efficientnet_b0.ns_jft_in1k,46.043,53.957,63.277,36.723,5.29,224,0.875,bicubic,-47.707,-35.653,307
poolformerv2_s36.sail_in1k,46.027,53.973,62.253,37.747,30.79,224,1.0,bicubic,-48.673,-36.977,126
vit_small_patch16_224.augreg_in21k_ft_in1k,46.02,53.98,61.83,38.17,22.05,224,0.9,bicubic,-48.87,-37.24,89
resnet51q.ra2_in1k,46.02,53.98,60.903,39.097,35.70,288,1.0,bilinear,-49.18,-38.377,18
vit_relpos_medium_patch16_224.sw_in1k,45.98,54.02,61.033,38.967,38.75,224,0.9,bicubic,-49.21,-38.187,19
deit3_small_patch16_224.fb_in1k,45.943,54.057,58.883,41.117,22.06,224,0.9,bicubic,-48.747,-40.297,127
convnext_nano.in12k_ft_in1k,45.9,54.1,62.693,37.307,15.59,288,1.0,bicubic,-49.45,-36.757,-25
levit_384.fb_dist_in1k,45.877,54.123,61.683,38.317,39.13,224,0.9,bicubic,-49.333,-37.477,7
levit_conv_384.fb_dist_in1k,45.87,54.13,61.69,38.31,39.13,224,0.9,bicubic,-49.34,-37.59,6
convnext_tiny_hnf.a2h_in1k,45.853,54.147,60.18,39.82,28.59,288,1.0,bicubic,-49.397,-39.02,-10
regnetz_c16.ra3_in1k,45.79,54.21,62.733,37.267,13.46,320,1.0,bicubic,-49.59,-36.687,-38
vit_relpos_medium_patch16_rpn_224.sw_in1k,45.743,54.257,60.983,39.017,38.73,224,0.9,bicubic,-49.317,-38.217,38
vit_srelpos_medium_patch16_224.sw_in1k,45.723,54.277,61.073,38.927,38.74,224,0.9,bicubic,-49.217,-37.967,62
gc_efficientnetv2_rw_t.agc_in1k,45.653,54.347,60.193,39.807,13.68,288,1.0,bicubic,-49.637,-39.187,-27
dm_nfnet_f0.dm_in1k,45.617,54.383,61.277,38.723,71.49,256,0.9,bicubic,-50.073,-38.073,-106
flexivit_small.1200ep_in1k,45.617,54.383,59.887,40.113,22.06,240,0.95,bicubic,-49.573,-39.333,0
efficientnetv2_rw_t.ra2_in1k,45.603,54.397,60.183,39.817,13.65,288,1.0,bicubic,-49.457,-39.037,29
repvit_m1_1.dist_300e_in1k,45.53,54.47,62.647,37.353,8.80,224,0.95,bicubic,-48.65,-36.433,213
nfnet_l0.ra2_in1k,45.417,54.583,62.087,37.913,35.07,288,1.0,bicubic,-49.963,-37.123,-57
cs3se_edgenet_x.c2ns_in1k,45.393,54.607,60.447,39.553,50.72,320,1.0,bicubic,-50.607,-38.903,-192
tf_efficientnet_b7.aa_in1k,45.307,54.693,61.73,38.27,66.35,600,0.949,bicubic,-50.763,-37.61,-211
resnet61q.ra2_in1k,45.28,54.72,59.407,40.593,36.85,288,1.0,bicubic,-49.85,-39.853,-6
pvt_v2_b2.in1k,45.277,54.723,60.613,39.387,25.36,224,0.9,bicubic,-49.733,-38.437,24
cs3edgenet_x.c2_in1k,45.257,54.743,60.26,39.74,47.82,288,1.0,bicubic,-50.203,-39.06,-81
focalnet_tiny_lrf.ms_in1k,45.217,54.783,61.3,38.7,28.65,224,0.9,bicubic,-49.973,-37.88,-24
flexivit_small.600ep_in1k,45.203,54.797,59.42,40.58,22.06,240,0.95,bicubic,-50.057,-39.96,-47
convit_small.fb_in1k,45.2,54.8,60.487,39.513,27.78,224,0.875,bicubic,-49.72,-38.693,36
efficientvit_b2.r224_in1k,45.193,54.807,59.15,40.85,24.33,224,0.95,bicubic,-49.657,-39.97,51
tf_efficientnet_b3.aa_in1k,45.11,54.89,60.637,39.363,12.23,300,0.904,bicubic,-49.8,-38.473,34
rexnet_200.nav_in1k,45.063,54.937,62.323,37.677,16.37,224,0.875,bicubic,-49.607,-36.767,87
maxxvit_rmlp_nano_rw_256.sw_in1k,45.05,54.95,59.663,40.337,16.78,256,0.95,bicubic,-50.29,-39.677,-70
deit_base_patch16_224.fb_in1k,44.867,55.133,59.17,40.83,86.57,224,0.9,bicubic,-50.153,-40.0,9
flexivit_small.300ep_in1k,44.85,55.15,59.36,40.64,22.06,240,0.95,bicubic,-50.3,-39.77,-29
focalnet_tiny_srf.ms_in1k,44.833,55.167,61.04,38.96,28.43,224,0.9,bicubic,-50.207,-38.24,2
coatnet_bn_0_rw_224.sw_in1k,44.803,55.197,60.913,39.087,27.44,224,0.95,bicubic,-50.177,-38.317,13
tiny_vit_11m_224.in1k,44.803,55.197,60.097,39.903,11.00,224,0.95,bicubic,-50.437,-39.223,-54
deit_base_patch16_384.fb_in1k,44.77,55.23,59.6,40.4,86.86,384,1.0,bicubic,-50.87,-39.82,-136
resmlp_36_224.fb_distilled_in1k,44.763,55.237,61.073,38.927,44.69,224,0.875,bicubic,-49.797,-38.087,99
gernet_l.idstcv_in1k,44.72,55.28,58.95,41.05,31.08,256,0.875,bilinear,-50.21,-40.25,16
tf_efficientnet_b2.ap_in1k,44.71,55.29,60.687,39.313,9.11,260,0.89,bicubic,-49.56,-38.353,158
resmlp_24_224.fb_distilled_in1k,44.707,55.293,61.463,38.537,30.02,224,0.875,bicubic,-49.623,-37.627,145
repvit_m2.dist_in1k,44.673,55.327,61.73,38.27,8.80,224,0.95,bicubic,-49.727,-37.32,128
vit_relpos_small_patch16_224.sw_in1k,44.553,55.447,60.21,39.79,21.98,224,0.9,bicubic,-50.127,-38.89,59
gmlp_s16_224.ra3_in1k,44.47,55.53,58.617,41.383,19.42,224,0.875,bicubic,-49.03,-40.223,274
tiny_vit_5m_224.dist_in22k_ft_in1k,44.46,55.54,60.94,39.06,5.39,224,0.95,bicubic,-50.17,-38.2,68
repvit_m1_0.dist_450e_in1k,44.373,55.627,61.417,38.583,7.30,224,0.95,bicubic,-49.897,-37.623,141
maxxvitv2_nano_rw_256.sw_in1k,44.373,55.627,58.83,41.17,23.70,256,0.95,bicubic,-51.057,-40.36,-114
repvit_m1_0.dist_300e_in1k,44.367,55.633,61.453,38.547,7.30,224,0.95,bicubic,-49.393,-37.467,220
gcvit_xtiny.in1k,44.247,55.753,59.973,40.027,19.98,224,0.875,bicubic,-50.773,-39.187,-20
maxvit_rmlp_nano_rw_256.sw_in1k,44.18,55.82,58.243,41.757,15.50,256,0.95,bicubic,-51.26,-40.817,-121
poolformer_m48.sail_in1k,44.16,55.84,59.153,40.847,73.47,224,0.95,bicubic,-50.94,-39.947,-43
regnetz_c16_evos.ch_in1k,44.143,55.857,61.067,38.933,13.49,320,0.95,bicubic,-51.497,-38.173,-164
vit_srelpos_small_patch16_224.sw_in1k,44.13,55.87,59.693,40.307,21.97,224,0.9,bicubic,-50.42,-39.397,74
fastvit_sa12.apple_dist_in1k,44.103,55.897,59.11,40.89,11.58,256,0.9,bicubic,-50.577,-39.81,41
poolformer_m36.sail_in1k,44.007,55.993,59.033,40.967,56.17,224,0.95,bicubic,-51.023,-40.067,-36
coatnext_nano_rw_224.sw_in1k,43.907,56.093,58.663,41.337,14.70,224,0.9,bicubic,-50.943,-40.537,-3
mobilevitv2_200.cvnets_in22k_ft_in1k,43.81,56.19,59.49,40.51,18.45,256,0.888,bicubic,-51.24,-39.67,-46
tf_efficientnetv2_s.in1k,43.71,56.29,58.593,41.407,21.46,384,1.0,bicubic,-52.0,-40.787,-204
rexnet_150.nav_in1k,43.693,56.307,60.923,39.077,9.73,224,0.875,bicubic,-50.587,-38.057,105
edgenext_small.usi_in1k,43.637,56.363,59.893,40.107,5.59,320,1.0,bicubic,-51.193,-39.517,-14
tf_efficientnet_b5.in1k,43.623,56.377,60.133,39.867,30.39,456,0.934,bicubic,-52.247,-39.257,-238
efficientformer_l1.snap_dist_in1k,43.593,56.407,59.957,40.043,12.29,224,0.95,bicubic,-50.347,-38.973,158
maxvit_nano_rw_256.sw_in1k,43.523,56.477,57.61,42.39,15.45,256,0.95,bicubic,-51.947,-41.78,-160
cs3sedarknet_x.c2ns_in1k,43.503,56.497,58.77,41.23,35.40,288,1.0,bicubic,-51.907,-40.66,-151
coatnet_rmlp_nano_rw_224.sw_in1k,43.503,56.497,58.61,41.39,15.15,224,0.9,bicubic,-51.587,-40.56,-75
efficientvit_b1.r288_in1k,43.367,56.633,57.85,42.15,9.10,288,1.0,bicubic,-50.863,-40.97,104
cspdarknet53.ra_in1k,43.36,56.64,59.42,40.58,27.64,256,0.887,bilinear,-50.74,-39.56,125
tf_efficientnet_b4.in1k,43.33,56.67,59.447,40.553,19.34,380,0.922,bicubic,-52.15,-39.823,-174
repvit_m0_9.dist_300e_in1k,43.243,56.757,60.377,39.623,5.49,224,0.95,bicubic,-50.217,-38.573,222
eca_nfnet_l0.ra2_in1k,43.227,56.773,59.93,40.07,24.14,288,1.0,bicubic,-52.233,-39.35,-176
poolformerv2_s24.sail_in1k,43.19,56.81,60.43,39.57,21.34,224,1.0,bicubic,-51.28,-38.58,40
vit_small_patch32_384.augreg_in21k_ft_in1k,43.15,56.85,59.313,40.687,22.92,384,1.0,bicubic,-51.44,-39.617,11
repvit_m0_9.dist_450e_in1k,43.073,56.927,60.2,39.8,5.49,224,0.95,bicubic,-50.367,-38.45,215
resmlp_36_224.fb_in1k,43.06,56.94,59.3,40.7,44.69,224,0.875,bicubic,-50.59,-39.35,174
cspresnet50.ra_in1k,43.05,56.95,59.157,40.843,21.62,256,0.887,bilinear,-50.82,-39.733,139
coatnet_nano_rw_224.sw_in1k,43.03,56.97,57.927,42.073,15.14,224,0.9,bicubic,-52.02,-41.223,-91
tf_efficientnet_lite4.in1k,42.99,57.01,57.63,42.37,13.01,380,0.92,bilinear,-51.88,-41.47,-55
dpn131.mx_in1k,42.917,57.083,57.13,42.87,79.25,224,0.875,bicubic,-50.863,-41.83,149
mobilevitv2_200.cvnets_in22k_ft_in1k_384,42.913,57.087,58.973,41.027,18.45,384,1.0,bicubic,-52.477,-40.307,-179
fastvit_sa12.apple_in1k,42.88,57.12,58.8,41.2,11.58,256,0.9,bicubic,-51.55,-40.2,34
fbnetv3_d.ra2_in1k,42.85,57.15,59.677,40.323,10.31,256,0.95,bilinear,-51.02,-39.193,129
levit_conv_256.fb_dist_in1k,42.823,57.177,57.897,42.103,18.89,224,0.9,bicubic,-51.577,-41.163,36
levit_256.fb_dist_in1k,42.81,57.19,57.897,42.103,18.89,224,0.9,bicubic,-51.59,-41.163,32
tf_efficientnet_b1.ap_in1k,42.8,57.2,58.82,41.18,7.79,240,0.882,bicubic,-50.83,-39.98,165
gcresnet50t.ra2_in1k,42.767,57.233,59.033,40.967,25.90,288,1.0,bicubic,-52.013,-40.087,-53
coatnet_0_rw_224.sw_in1k,42.753,57.247,56.233,43.767,27.44,224,0.95,bicubic,-52.147,-42.957,-76
cs3darknet_x.c2ns_in1k,42.727,57.273,58.19,41.81,35.05,288,1.0,bicubic,-52.553,-41.12,-171
dpn107.mx_in1k,42.71,57.29,57.16,42.84,86.92,224,0.875,bicubic,-51.3,-41.87,102
convnext_nano.d1h_in1k,42.677,57.323,57.577,42.423,15.59,288,1.0,bicubic,-52.193,-41.653,-75
fastvit_s12.apple_dist_in1k,42.643,57.357,58.16,41.84,9.47,256,0.9,bicubic,-51.637,-40.7,48
efficientvit_b1.r256_in1k,42.527,57.473,57.427,42.573,9.10,256,1.0,bicubic,-51.183,-41.363,136
nf_resnet50.ra2_in1k,42.517,57.483,59.53,40.47,25.56,288,0.94,bicubic,-51.863,-39.29,21
mobilevitv2_175.cvnets_in22k_ft_in1k,42.517,57.483,58.117,41.883,14.25,256,0.888,bicubic,-52.263,-40.973,-66
poolformer_s36.sail_in1k,42.383,57.617,58.827,41.173,30.86,224,0.9,bicubic,-52.237,-40.293,-36
repvit_m1.dist_in1k,42.35,57.65,59.677,40.323,5.49,224,0.95,bicubic,-51.03,-38.973,191
mobileone_s4.apple_in1k,42.317,57.683,58.033,41.967,14.95,224,0.9,bilinear,-51.333,-40.917,137
tf_efficientnetv2_b3.in1k,42.313,57.687,57.943,42.057,14.36,300,0.904,bicubic,-52.807,-41.277,-147
deit_small_patch16_224.fb_in1k,42.263,57.737,58.03,41.97,22.05,224,0.9,bicubic,-51.727,-41.01,83
tf_efficientnet_cc_b1_8e.in1k,42.247,57.753,58.43,41.57,39.72,240,0.882,bicubic,-51.333,-40.26,144
dpn98.mx_in1k,42.18,57.82,56.597,43.403,61.57,224,0.875,bicubic,-51.75,-42.313,83
xception41p.ra3_in1k,42.16,57.84,56.883,43.117,26.91,299,0.94,bicubic,-52.89,-42.257,-140
tf_efficientnet_b2.aa_in1k,42.123,57.877,58.197,41.803,9.11,260,0.89,bicubic,-52.097,-40.733,38
convnext_nano_ols.d1h_in1k,42.023,57.977,56.867,43.133,15.65,288,1.0,bicubic,-52.557,-42.253,-44
pvt_v2_b1.in1k,41.953,58.047,59.593,40.407,14.01,224,0.9,bicubic,-51.537,-39.117,148
efficientnet_b2.ra_in1k,41.937,58.063,58.297,41.703,9.11,288,1.0,bicubic,-52.423,-40.743,2
mobilevitv2_150.cvnets_in22k_ft_in1k,41.937,58.063,57.913,42.087,10.59,256,0.888,bicubic,-52.743,-41.197,-69
efficientformerv2_s1.snap_dist_in1k,41.87,58.13,57.973,42.027,6.19,224,0.95,bicubic,-51.97,-40.917,86
gcvit_xxtiny.in1k,41.837,58.163,58.44,41.56,12.00,224,0.875,bicubic,-52.213,-40.64,54
fastvit_t12.apple_dist_in1k,41.817,58.183,57.597,42.403,7.55,256,0.9,bicubic,-52.283,-41.353,47
tf_efficientnet_b3.in1k,41.803,58.197,58.057,41.943,12.23,300,0.904,bicubic,-52.487,-41.043,9
mobilevitv2_150.cvnets_in22k_ft_in1k_384,41.79,58.21,57.807,42.193,10.59,384,1.0,bicubic,-53.56,-41.313,-228
gcresnext50ts.ch_in1k,41.707,58.293,57.403,42.597,15.67,288,1.0,bicubic,-52.783,-41.607,-36
efficientvit_b1.r224_in1k,41.703,58.297,56.6,43.4,9.10,224,0.95,bicubic,-51.627,-41.97,166
poolformer_s24.sail_in1k,41.7,58.3,58.47,41.53,21.39,224,0.9,bicubic,-52.69,-40.59,-16
edgenext_small_rw.sw_in1k,41.677,58.323,58.517,41.483,7.83,320,1.0,bicubic,-52.683,-40.533,-10
mobilevitv2_175.cvnets_in22k_ft_in1k_384,41.673,58.327,58.01,41.99,14.25,384,1.0,bicubic,-53.587,-41.15,-218
inception_v4.tf_in1k,41.557,58.443,55.38,44.62,42.68,299,0.875,bicubic,-52.823,-43.69,-20
cs3sedarknet_l.c2ns_in1k,41.553,58.447,57.35,42.65,21.91,288,0.95,bicubic,-53.557,-41.86,-183
convnext_tiny.fb_in22k_ft_in1k,41.533,58.467,55.47,44.53,28.59,288,1.0,bicubic,-51.997,-43.13,121
haloregnetz_b.ra3_in1k,41.527,58.473,57.087,42.913,11.68,224,0.94,bicubic,-52.993,-41.893,-54
efficientnet_em.ra2_in1k,41.49,58.51,58.873,41.127,6.90,240,0.882,bicubic,-52.24,-40.057,79
efficientnet_el.ra_in1k,41.49,58.51,58.293,41.707,10.59,300,0.904,bicubic,-53.18,-40.837,-89
tf_efficientnet_cc_b0_8e.in1k,41.483,58.517,57.37,42.63,24.01,224,0.875,bicubic,-51.387,-41.09,209
dpn68b.ra_in1k,41.297,58.703,55.077,44.923,12.61,288,1.0,bicubic,-52.493,-43.863,61
cs3darknet_l.c2ns_in1k,41.277,58.723,57.377,42.623,21.16,288,0.95,bicubic,-53.393,-41.883,-103
xception71.tf_in1k,41.273,58.727,55.89,44.11,42.34,299,0.903,bicubic,-52.647,-43.06,39
gernet_s.idstcv_in1k,41.26,58.74,58.823,41.177,8.17,224,0.875,bilinear,-51.18,-39.677,232
dpn92.mx_in1k,41.203,58.797,56.217,43.783,37.67,224,0.875,bicubic,-52.947,-42.733,2
nf_regnet_b1.ra2_in1k,41.01,58.99,58.133,41.867,10.22,288,0.9,bicubic,-52.88,-40.757,36
fbnetv3_b.ra2_in1k,40.96,59.04,58.65,41.35,8.60,256,0.95,bilinear,-52.67,-40.3,76
cs3darknet_focus_l.c2ns_in1k,40.893,59.107,56.63,43.37,21.15,288,0.95,bicubic,-53.897,-42.53,-144
levit_conv_192.fb_dist_in1k,40.84,59.16,56.707,43.293,10.95,224,0.9,bicubic,-52.87,-42.113,59
levit_192.fb_dist_in1k,40.837,59.163,56.71,43.29,10.95,224,0.9,bicubic,-52.873,-42.22,57
tiny_vit_5m_224.in1k,40.827,59.173,57.257,42.743,5.39,224,0.95,bicubic,-52.963,-41.283,39
eva02_tiny_patch14_336.mim_in22k_ft_in1k,40.767,59.233,56.067,43.933,5.76,336,1.0,bicubic,-53.683,-43.033,-78
maxvit_rmlp_pico_rw_256.sw_in1k,40.757,59.243,55.203,44.797,7.52,256,0.95,bicubic,-53.453,-43.747,-24
vit_base_patch32_384.augreg_in1k,40.71,59.29,55.197,44.803,88.30,384,1.0,bicubic,-52.45,-43.413,128
resmlp_24_224.fb_in1k,40.657,59.343,56.557,43.443,30.02,224,0.875,bicubic,-52.763,-42.273,98
ese_vovnet39b.ra_in1k,40.59,59.41,56.6,43.4,24.57,288,0.95,bicubic,-53.89,-42.46,-96
tf_efficientnet_lite3.in1k,40.56,59.44,56.467,43.533,8.20,300,0.904,bilinear,-53.53,-42.373,-19
mobilevitv2_175.cvnets_in1k,40.537,59.463,56.273,43.727,14.25,256,0.888,bicubic,-53.693,-42.657,-44
regnetz_b16.ra3_in1k,40.507,59.493,56.003,43.997,9.72,288,1.0,bicubic,-54.163,-43.127,-142
vit_base_patch16_384.augreg_in1k,40.47,59.53,53.25,46.75,86.86,384,1.0,bicubic,-53.97,-45.78,-98
